纄 #00007e84
\U0003fe3c #0003fe3c
𮚙 #0002e699
맦 #0000b9e6
\U0001adf0 #0001adf0
𤺢 #00024ea2
\U0003482b #0003482b
𬸿 #0002ce3f
\U0003b080 #0003b080
\U00012f98 #00012f98
缘 #00007f18
\U0001cbe9 #0001cbe9
솎 #0000c18e
𠔖 #00020516
𨜻 #0002873b
\U00015b23 #00015b23
\U0002fff5 #0002fff5
⽦ #00002f66
ễ #00001ec5
\U000191cb #000191cb
𪭖 #0002ab56
𥔰 #00025530
\U00019732 #00019732
\U0001fcd2 #0001fcd2
\U0001a37e #0001a37e
\U00039b0c #00039b0c
\U0003222a #0003222a
\U0003cd5a #0003cd5a
𫠂 #0002b802
𗺶 #00017eb6
𩊞 #0002929e
\U0003e178 #0003e178
\U00015a8d #00015a8d
\U00039e57 #00039e57
\U000316ba #000316ba
𦠛 #0002681b
𨃫 #000280eb
\uec42 #0000ec42
ꈄ #0000a204
\U00037808 #00037808
\U00032998 #00032998
ഈ #00000d08
믢 #0000bbe2
𨌵 #00028335
릵 #0000b9b5
壪 #000058ea
𢌸 #00022338
𫂨 #0002b0a8
𔓔 #000144d4
𰸧 #00030e27
詵 #00008a75
𭢜 #0002d89c
𓈯 #0001322f
\U0002f624 #0002f624
𝈺 #0001d23a
\U0003165f #0003165f
\ue20b #0000e20b
᪹ #00001ab9
\U00016763 #00016763
𬨢 #0002ca22
𨉘 #00028258
𤷄 #00024dc4
礯 #0000792f
柵 #000067f5
ꎒ #0000a392
\U0003d227 #0003d227
\U00035d79 #00035d79
裪 #000088ea
\U0003a372 #0003a372
\U0003570f #0003570f
䏔 #000043d4
r #00000072
\U0001ffd5 #0001ffd5
\U0003c535 #0003c535
𗒐 #00017490
\U0001a2e5 #0001a2e5
培 #000057f9
𫣲 #0002b8f2
僄 #000050c4
\U0001438e #0001438e
\U00012705 #00012705
\ufb1b #0000fb1b
𝚇 #0001d687
\U00013cd2 #00013cd2
\U00011750 #00011750
盾 #000076fe
𧎳 #000273b3
켚 #0000cf1a
覃 #00008983
詄 #00008a44
\U00037ef7 #00037ef7
𤡿 #0002487f
面 #00009762
麦 #00009ea6
\uf436 #0000f436
𑱰 #00011c70
씒 #0000c512
\U00037953 #00037953
\uf8cc #0000f8cc
\U00019c2e #00019c2e
⿅ #00002fc5
ꡋ #0000a84b
\U00015cfd #00015cfd
𐕕 #00010555
𔔤 #00014524
\U000159cd #000159cd
\U000325ad #000325ad
值 #0000503c
\U0003d626 #0003d626
𥊢 #000252a2
肿 #000080bf
ቹ #00001279
\U0003e721 #0003e721
𖽇 #00016f47
\U0001b61b #0001b61b
𐋂 #000102c2
𘨨 #00018a28
𥒾 #000254be
𣚨 #000236a8
\U00011f52 #00011f52
\U0003b63b #0003b63b
\U00016d64 #00016d64
\U0003c24c #0003c24c
偮 #0000506e
\U0003bfc8 #0003bfc8
\ue6b1 #0000e6b1
ݺ #0000077a
𱌥 #00031325
截 #0000622a
\U0002f245 #0002f245
𝞚 #0001d79a
𬜵 #0002c735
臣 #000081e3
\U000140e3 #000140e3
\U000378d4 #000378d4
𬆤 #0002c1a4
起 #00008d77
重 #000091cd
닇 #0000b2c7
겆 #0000ac86
估 #00004f30
𡀮 #0002102e
⚸ #000026b8
𗘎 #0001760e
\U0003bc77 #0003bc77
𫽀 #0002bf40
\U00037144 #00037144
ذ #00000630
⣇ #000028c7
𬆑 #0002c191
싺 #0000c2fa
\U000360f1 #000360f1
\U00034fe8 #00034fe8
𠦰 #000209b0
\U00037530 #00037530
𗳌 #00017ccc
\U000355e4 #000355e4
\U0003198e #0003198e
䌺 #0000433a
𭨸 #0002da38
\U0003a58c #0003a58c
⑯ #0000246f
𱇢 #000311e2
➊ #0000278a
\ue23e #0000e23e
𢎧 #000223a7
\U0003d8b1 #0003d8b1
𢕜 #0002255c
\U00019f2b #00019f2b
𥼧 #00025f27
\U0001ab41 #0001ab41
𥷫 #00025deb
𠆴 #000201b4
\U0003a86a #0003a86a
𩈲 #00029232
𖡕 #00016855
𤾞 #00024f9e
𝃲 #0001d0f2
\U0003b549 #0003b549
䟜 #000047dc
𑅇 #00011147
𤜞 #0002471e
佺 #00004f7a
獍 #0000734d
𮤽 #0002e93d
\uf38e #0000f38e
\U0003d42d #0003d42d
者 #00008005
𨭑 #00028b51
剂 #00005242
쵓 #0000cd53
𫗹 #0002b5f9
𰣠 #000308e0
𠆦 #000201a6
\U0001466e #0001466e
㱨 #00003c68
\U00011786 #00011786
\U0003bb74 #0003bb74
\U00014fde #00014fde
䘟 #0000461f
畴 #00007574
\U00015d08 #00015d08
\U00038e32 #00038e32
𣋦 #000232e6
𫄃 #0002b103
銴 #000092b4
造 #00009020
𗇭 #000171ed
건 #0000ac74
𦦋 #0002698b
𮡦 #0002e866
\U0003ef9f #0003ef9f
𘐭 #0001842d
\U00037aa6 #00037aa6
𧯗 #00027bd7
\U00011b57 #00011b57
𘑐 #00018450
\U0002ef4b #0002ef4b
𨂛 #0002809b
🉃 #0001f243
𥖐 #00025590
\U00014787 #00014787
\U0003c747 #0003c747
\U0003cb2c #0003cb2c
\U0003b008 #0003b008
\U00035951 #00035951
\U0003c6c0 #0003c6c0
견 #0000acac
\U00013cd5 #00013cd5
\U0003ded6 #0003ded6
콋 #0000cf4b
𬾋 #0002cf8b
\U00015796 #00015796
\U000156d2 #000156d2
𥖺 #000255ba
\U0002faf4 #0002faf4
\U00012e40 #00012e40
輸 #00008f38
\U0003ee93 #0003ee93
\U0003c724 #0003c724
莹 #000083b9
\U000330c2 #000330c2
\U0003306d #0003306d
\U00038dcf #00038dcf
𧳟 #00027cdf
얋 #0000c58b
𝃙 #0001d0d9
跦 #00008de6
胁 #000080c1
萨 #00008428
🕅 #0001f545
딱 #0000b531
\U0001ba3c #0001ba3c
𝐗 #0001d417
𪑙 #0002a459
\U000199fd #000199fd
鹿 #00009e7f
\U0003548f #0003548f
\U0003e062 #0003e062
॰ #00000970
\U0001ecbd #0001ecbd
𧖾 #000275be
\U0003c779 #0003c779
𢉫 #0002226b
𝔮 #0001d52e
𤎖 #00024396
뎯 #0000b3af
\U0003f2d6 #0003f2d6
\U00019647 #00019647
腔 #00008154
\U000317d5 #000317d5
𦈪 #0002622a
ȡ #00000221
\U000149d7 #000149d7
橾 #00006a7e
𝡘 #0001d858
\U00013746 #00013746
\U00037625 #00037625
\U00012fcd #00012fcd
𥊆 #00025286
ᔋ #0000150b
\U0003e1fe #0003e1fe
/ #0000002f
良 #0000826f
\U00013d5d #00013d5d
㊎ #0000328e
\U00039b4c #00039b4c
𤳟 #00024cdf
\U00012600 #00012600
럱 #0000b7f1
ᤎ #0000190e
\U0001cc8e #0001cc8e
𨿬 #00028fec
徒 #00005f92
𛁾 #0001b07e
棤 #000068e4
𬎶 #0002c3b6
𗮷 #00017bb7
\U00038ae1 #00038ae1
格 #0000683c
镐 #00009550
荥 #00008365
㹭 #00003e6d
\U0001aae8 #0001aae8
⡩ #00002869
𫇂 #0002b1c2
\U0002efd6 #0002efd6
𦊊 #0002628a
\U0001c95d #0001c95d
𦌹 #00026339
ં #00000a82
𨈂 #00028202
\U0003a4d5 #0003a4d5
ⲑ #00002c91
\U00033540 #00033540
\U0001ef3a #0001ef3a
𱇮 #000311ee
𘍪 #0001836a
𘟬 #000187ec
𗿨 #00017fe8
\U00011e4a #00011e4a
\U0003c1d0 #0003c1d0
\U0003da84 #0003da84
汾 #00006c7e
\U00038fe4 #00038fe4
\U00038f66 #00038f66
驶 #00009a76
\U0001aaa5 #0001aaa5
\U0001a5f0 #0001a5f0
\U0002f773 #0002f773
ㆢ #000031a2
\U0001a8fd #0001a8fd
𠚰 #000206b0
𗑖 #00017456
\U0003b9b7 #0003b9b7
𣃼 #000230fc
𣉍 #0002324d
𬋔 #0002c2d4
\U000135a7 #000135a7
\U0001fbcd #0001fbcd
\U0003b1c2 #0003b1c2
౨ #00000c68
\U0003ccc1 #0003ccc1
\U00013d6c #00013d6c
塣 #00005863
콚 #0000cf5a
箩 #00007ba9
𭇱 #0002d1f1
\U0003acca #0003acca
\U00032daa #00032daa
\U0003de75 #0003de75
\U00014bca #00014bca
𰜊 #0003070a
猎 #0000730e
鹱 #00009e71
𪅤 #0002a164
\U000113cb #000113cb
盟 #000076df
\U0003aa94 #0003aa94
\U00036e6e #00036e6e
悵 #000060b5
\U00014c6b #00014c6b
𣔼 #0002353c
\U00035588 #00035588
\U000339f3 #000339f3
\U0002fe94 #0002fe94
𥷷 #00025df7
\U000348b5 #000348b5
𓆑 #00013191
\U0003e10b #0003e10b
츘 #0000ce18
שּׁ #0000fb2c
浮 #00006d6e
꒚ #0000a49a
𦾣 #00026fa3
\U000354e4 #000354e4
𐔔 #00010514
\U00019d24 #00019d24
\U0001de3d #0001de3d
\U00014332 #00014332
𥘇 #00025607
𭒘 #0002d498
\U000385ae #000385ae
焮 #0000712e
\U0001b773 #0001b773
🕐 #0001f550
𝦂 #0001d982
\uf8f9 #0000f8f9
\U00015813 #00015813
𡉠 #00021260
𣆮 #000231ae
\U00019d59 #00019d59
ҳ #000004b3
\U000380c4 #000380c4
铃 #000094c3
쬬 #0000cb2c
𗽧 #00017f67
𰠕 #00030815
\U00016bd9 #00016bd9
솝 #0000c19d
\U0003ffe6 #0003ffe6
𮝬 #0002e76c
𰟺 #000307fa
\U0003ed90 #0003ed90
\U00031bfe #00031bfe
\U000335a3 #000335a3
\U0003f4a6 #0003f4a6
\u070e #0000070e
𗠋 #0001780b
椬 #0000692c
\U0001549e #0001549e
\U000335f0 #000335f0
𰩪 #00030a6a
\U0001e660 #0001e660
𗽣 #00017f63
𐜙 #00010719
眥 #00007725
⚈ #00002688
𓊬 #000132ac
ᱰ #00001c70
ꔨ #0000a528
\U0003ce6a #0003ce6a
䱥 #00004c65
\U000364e3 #000364e3
𩷿 #00029dff
\U0003baf4 #0003baf4
\U00034fd1 #00034fd1
印 #00005370
𒍎 #0001234e
\U00018fc0 #00018fc0
移 #000079fb
\U00034639 #00034639
𧏚 #000273da
𐛒 #000106d2
𒐥 #00012425
㹼 #00003e7c
\uea78 #0000ea78
𢽉 #00022f49
㬏 #00003b0f
辐 #00008f90
\U00031c2c #00031c2c
\U00039abd #00039abd
𨠖 #00028816
\U0003b3d4 #0003b3d4
\U000385eb #000385eb
\U0003f632 #0003f632
Տ #0000054f
\U00015a57 #00015a57
\U0001a82a #0001a82a
瑬 #0000746c
\uf8a2 #0000f8a2
𞴒 #0001ed12
\U00031cc9 #00031cc9
𫥹 #0002b979
ọ #00001ecd
𨻏 #00028ecf
𗆓 #00017193
\U0003b332 #0003b332
\U00031c55 #00031c55
𡐟 #0002141f
正 #00006b63
\U00038958 #00038958
\U0001b6d6 #0001b6d6
傃 #00005083
\U00011f13 #00011f13
Ⱘ #00002c28
䉸 #00004278
𭶧 #0002dda7
Ж #00000416
\U00012de1 #00012de1
𤪥 #00024aa5
𡨹 #00021a39
\u0b80 #00000b80
\U0003bebd #0003bebd
开 #00005f00
𧥇 #00027947
\U0001e692 #0001e692
骘 #00009a98
通 #0000901a
䏦 #000043e6
\U000142ed #000142ed
䖶 #000045b6
\U00015eb1 #00015eb1
\U00012f8b #00012f8b
㥨 #00003968
\U00039c1a #00039c1a
𮨞 #0002ea1e
𣒄 #00023484
\U00019e21 #00019e21
\U0003cc02 #0003cc02
珹 #000073f9
\U0001ff84 #0001ff84
𠯔 #00020bd4
𤱿 #00024c7f
\U00013dae #00013dae
\U00032da7 #00032da7
ඐ #00000d90
\U000115ee #000115ee
⟀ #000027c0
墯 #000058af
朗 #00006717
Ā #00000100
𧥺 #0002797a
墓 #00005893
\U0001b7cc #0001b7cc
ᣙ #000018d9
\U0001a1cf #0001a1cf
ꗌ #0000a5cc
ⳙ #00002cd9
\U000316ee #000316ee
𦌾 #0002f977
ᚯ #000016af
\U0001dd50 #0001dd50
\U0003194c #0003194c
\U0003b2a9 #0003b2a9
\U0003dc43 #0003dc43
\U000163cc #000163cc
𧆏 #0002718f
𗍟 #0001735f
\U00038248 #00038248
\U0003af54 #0003af54
判 #00005224
𦯑 #00026bd1
׳ #000005f3
뷶 #0000bdf6
\U000348f7 #000348f7
𧶫 #00027dab
\U000160a2 #000160a2
𥶬 #00025dac
\U0003f177 #0003f177
ޡ #000007a1
\U0003f928 #0003f928
𧳝 #00027cdd
𩏮 #000293ee
𫤕 #0002b915
\U00013444 #00013444
𓌒 #00013312
䣦 #000048e6
\U00038565 #00038565
\U000374bc #000374bc
𠿔 #00020fd4
ᅮ #0000116e
䢁 #00004881
𥕻 #0002557b
\U00012fe8 #00012fe8
\U00011b39 #00011b39
㉘ #00003258
\U00034dda #00034dda
𫻙 #0002bed9
ﭭ #0000fb6d
\uf4dc #0000f4dc
\U0003f23f #0003f23f
𣅶 #00023176
\U000165fb #000165fb
逻 #0000903b
\U0003b805 #0003b805
\U000105d6 #000105d6
𓍈 #00013348
\U00037ec5 #00037ec5
\U00011c4b #00011c4b
𥨻 #00025a3b
𫬗 #0002bb17
\U0003553d #0003553d
𗨏 #00017a0f
𛱲 #0001bc72
\U0003b520 #0003b520
\U0003df51 #0003df51
剗 #00005257
𰜾 #0003073e
\U00012f57 #00012f57
䍻 #0000437b
𐀡 #00010021
𬔹 #0002c539
𪉲 #0002a272
\U000317c6 #000317c6
\U0003d725 #0003d725
𩓭 #000294ed
𥩣 #00025a63
篠 #00007be0
ꛃ #0000a6c3
쌠 #0000c320
\U0001fd13 #0001fd13
\U0002fb18 #0002fb18
\U0001387a #0001387a
\U00033ec0 #00033ec0
\ue559 #0000e559
\U000358c5 #000358c5
𧶴 #00027db4
𝕾 #0001d57e
𛰝 #0001bc1d
쨣 #0000ca23
𬥽 #0002c97d
\U000361e6 #000361e6
𥦟 #0002599f
𰶎 #00030d8e
𡉐 #00021250
𨍀 #00028340
𨩹 #00028a79
ᛐ #000016d0
\U00038ccd #00038ccd
\U00010d7b #00010d7b
\U0003e2dd #0003e2dd
橷 #00006a77
\U00031607 #00031607
𫦧 #0002b9a7
\U0003fdea #0003fdea
\U00019e38 #00019e38
쩋 #0000ca4b
\U0003c3e6 #0003c3e6
\U00015a1d #00015a1d
\U0001ca02 #0001ca02
긅 #0000ae05
㠋 #0000380b
ᬘ #00001b18
\U00018e5a #00018e5a
\U0003aba2 #0003aba2
\U00038e23 #00038e23
𥛧 #000256e7
\U0003d444 #0003d444
熺 #000071ba
槟 #000069df
𰳵 #00030cf5
𬩬 #0002ca6c
漬 #00006f2c
𰔑 #00030511
転 #00008ee2
\U00019544 #00019544
￨ #0000ffe8
\U00038541 #00038541
㭏 #00003b4f
蚆 #00008686
🜍 #0001f70d
\U000105c6 #000105c6
퀲 #0000d032
\U000347c4 #000347c4
麀 #00009e80
\U000377ff #000377ff
𤱺 #00024c7a
轍 #00008f4d
𠾴 #00020fb4
\U0001ce1d #0001ce1d
ᵞ #00001d5e
\U0001612d #0001612d
\U00011380 #00011380
㌅ #00003305
𫋀 #0002b2c0
\U0001bf8c #0001bf8c
\U00010a4e #00010a4e
𫌏 #0002b30f
𧲨 #00027ca8
𭞃 #0002d783
掠 #0000f975
𪨇 #0002aa07
\U0003adac #0003adac
\U0003c45f #0003c45f
9 #00000039
㿆 #00003fc6
\U00015e58 #00015e58
\U00039170 #00039170
\U00012649 #00012649
\U0003464a #0003464a
悦 #000060a6
𧝧 #00027767
\U000389af #000389af
\U0001ce88 #0001ce88
폴 #0000d3f4
\U0001b725 #0001b725
𮆻 #0002e1bb
𤋻 #000242fb
掦 #000063a6
\U00015d19 #00015d19
\U00033c86 #00033c86
𬍘 #0002c358
𗂵 #000170b5
卡 #00005361
챪 #0000cc6a
\U00019801 #00019801
힣 #0000d7a3
\U000155e3 #000155e3
\U0001a9d5 #0001a9d5
𧸙 #00027e19
ꓨ #0000a4e8
츌 #0000ce0c
潱 #00006f71
\U0003cd64 #0003cd64
\U0003c4c9 #0003c4c9
𨰽 #00028c3d
Á #000000c1
略 #00007565
𧎍 #0002738d
\U00033698 #00033698
뼵 #0000bf35
𫕆 #0002b546
𐬦 #00010b26
귆 #0000adc6
\U0003ec7a #0003ec7a
𰭞 #00030b5e
\U0003f9fe #0003f9fe
\U0003dc4a #0003dc4a
\U0003de28 #0003de28
𦂍 #0002608d
\U000363b5 #000363b5
嫟 #00005adf
𩛪 #000296ea
𣧇 #000239c7
Ḕ #00001e14
\U0003d5b9 #0003d5b9
\U0003c037 #0003c037
\U0001c5ca #0001c5ca
侉 #00004f89
𧭰 #00027b70
𐍔 #00010354
] #0000005d
\U0001c33c #0001c33c
ᝬ #0000176c
\U00033a80 #00033a80
℄ #00002104
ℰ #00002130
\U0003a5ce #0003a5ce
𧵎 #00027d4e
🡺 #0001f87a
\ue4c3 #0000e4c3
背 #000080cc
𣓃 #000234c3
짷 #0000c9f7
𦡊 #0002684a
𡺤 #00021ea4
\U00031a4d #00031a4d
\U000366af #000366af
\U00037b6c #00037b6c
𭮎 #0002db8e
\U0001960d #0001960d
惨 #000060e8
𠖼 #000205bc
\U0001ed8a #0001ed8a
𥩌 #00025a4c
𑄍 #0001110d
𣵐 #00023d50
\U0003b4cf #0003b4cf
\U000347ba #000347ba
𤞛 #0002479b
𪙰 #0002a670
溄 #00006e84
\uef2b #0000ef2b
𬑅 #0002c445
域 #000057df
唈 #00005508
𥔘 #00025518
边 #00008fb9
⪤ #00002aa4
\U0003b15d #0003b15d
\U00019dae #00019dae
\U0001155c #0001155c
컰 #0000cef0
𧷪 #00027dea
\U00019981 #00019981
𭉑 #0002d251
𓂤 #000130a4
歁 #00006b41
剙 #00005259
\U00014995 #00014995
\U0001b3f7 #0001b3f7
\U00011e04 #00011e04
凵 #0002f81d
㋈ #000032c8
𩥄 #00029944
𡪇 #00021a87
暋 #0000668b
\U000159dd #000159dd
\U0001dac9 #0001dac9
\U00031963 #00031963
\U0001eabc #0001eabc
𣭄 #00023b44
ẋ #00001e8b
\U0001a347 #0001a347
鰑 #00009c11
𝐊 #0001d40a
䤀 #00004900
\U00033f12 #00033f12
\U00035915 #00035915
䕠 #00004560
涐 #00006d90
𧑙 #00027459
蔠 #00008520
\U00013c09 #00013c09
\U00031730 #00031730
𪣦 #0002a8e6
𣌈 #00023308
𤕞 #0002455e
𖼜 #00016f1c
\U0003968b #0003968b
\U0003f00e #0003f00e
𨩨 #00028a68
𰡳 #00030873
젂 #0000c802
鶙 #00009d99
𡾡 #00021fa1
\U0003e5f0 #0003e5f0
\U00013b3c #00013b3c
\U0003c046 #0003c046
\U0003b9bf #0003b9bf
𡑄 #00021444
𩤚 #0002991a
ࠐ #00000810
䁖 #00004056
\ueaf1 #0000eaf1
劀 #00005280
띠 #0000b760
𖠪 #0001682a
𪻗 #0002aed7
𬭾 #0002cb7e
\U00016deb #00016deb
𠾢 #00020fa2
\U0003a7b6 #0003a7b6
\U00014cc8 #00014cc8
\U0003834e #0003834e
𩈆 #00029206
\U0003766f #0003766f
\ueef0 #0000eef0
\U00010e42 #00010e42
𩨊 #00029a0a
\U000376a9 #000376a9
\U0003ad15 #0003ad15
蛊 #000086ca
𑖰 #000115b0
\U0001cf24 #0001cf24
꿓 #0000afd3
愨 #00006128
\ue26a #0000e26a
\U000315e5 #000315e5
𧒝 #0002749d
\U0003d248 #0003d248
뙠 #0000b660
\U0003c1bc #0003c1bc
\U00016ece #00016ece
\U00033908 #00033908
\U000107f9 #000107f9
𝅁 #0001d141
㌂ #00003302
𘫿 #00018aff
\U0002f63f #0002f63f
𦩡 #00026a61
\U0001ddf8 #0001ddf8
\U00016014 #00016014
\U000126c0 #000126c0
𨠩 #00028829
\U0003bdae #0003bdae
\U00013fd2 #00013fd2
\U00037ffe #00037ffe
\U0001a5f3 #0001a5f3
㫧 #00003ae7
\U00039c05 #00039c05
选 #00009009
\U000194f6 #000194f6
螶 #000087b6
𫸡 #0002be21
𡈖 #00021216
𰣁 #000308c1
\U0001cc1d #0001cc1d
𡵢 #00021d62
\U00019682 #00019682
ꋦ #0000a2e6
𘂅 #00018085
𠑈 #00020448
𥭏 #00025b4f
𧏓 #000273d3
\U0003b197 #0003b197
𝕤 #0001d564
𩱫 #00029c6b
𥻥 #00025ee5
𰃓 #000300d3
𧧆 #000279c6
\ue0a2 #0000e0a2
头 #00005934
\U00039330 #00039330
櫚 #00006ada
卹 #00005379
\U00032cff #00032cff
𥒠 #000254a0
\U0001faed #0001faed
伙 #00004f19
𰈗 #00030217
뉑 #0000b251
ꤷ #0000a937
\U00014ba2 #00014ba2
壔 #000058d4
始 #000059cb
坡 #00005761
\U00013d11 #00013d11
𨒜 #0002849c
\U0002f67f #0002f67f
A #00000041
𠂣 #000200a3
跤 #00008de4
\U00037a50 #00037a50
\U00016374 #00016374
𨚷 #000286b7
\U0003993f #0003993f
ệ #00001ec7
ﳡ #0000fce1
\U000191db #000191db
\U0003a91f #0003a91f
\U00039d37 #00039d37
\U0003af49 #0003af49
夃 #00005903
𰬾 #00030b3e
汇 #00006c47
\U00016cde #00016cde
\U000345cb #000345cb
𑒓 #00011493
𢃢 #000220e2
Π #000003a0
\U0003aa29 #0003aa29
𣿔 #00023fd4
\U0001f26c #0001f26c
\U000399a8 #000399a8
𨳳 #00028cf3
畧 #00007567
\U00031917 #00031917
𬄦 #0002c126
䊱 #000042b1
𬖋 #0002c58b
𪬣 #0002ab23
\U000156fb #000156fb
\U0002f0a3 #0002f0a3
𡩝 #00021a5d
股 #000080a1
\U0001ec56 #0001ec56
㬽 #00003b3d
𤂚 #0002409a
𧆱 #000271b1
𑠦 #00011826
𱌒 #00031312
\U0001c9a8 #0001c9a8
𩍓 #00029353
\U000128cb #000128cb
⓽ #000024fd
𓍴 #00013374
𣔅 #00023505
\U00011fae #00011fae
𪦇 #0002a987
𧠉 #00027809
\ued1e #0000ed1e
𮩬 #0002ea6c
\uf87a #0000f87a
蔟 #0000851f
𮁂 #0002e042
𰷩 #00030de9
\U00034eb9 #00034eb9
𤘏 #0002460f
\U00034734 #00034734
𡵍 #00021d4d
\U000190c0 #000190c0
𧕕 #00027555
훗 #0000d6d7
\U00019282 #00019282
\U00012e78 #00012e78
찆 #0000cc06
\U0003c9e9 #0003c9e9
\U0002f0d3 #0002f0d3
옇 #0000c607
𭞕 #0002d795
\U0003aec8 #0003aec8
𑅘 #00011158
𰉽 #0003027d
𦋩 #000262e9
𬄔 #0002c114
\U000378dc #000378dc
𦟂 #000267c2
韛 #0000fac9
\U0003a07f #0003a07f
𥟘 #000257d8
𠁄 #00020044
熒 #00007192
𧜽 #0002773d
䢶 #000048b6
𭹹 #0002de79
𪌞 #0002a31e
ᬙ #00001b19
\U0001b907 #0001b907
\U00038987 #00038987
\U0001d3b8 #0001d3b8
樈 #00006a08
𩮠 #00029ba0
\U0001ea66 #0001ea66
\U0002fed8 #0002fed8
𛰸 #0001bc38
즡 #0000c9a1
\U0001e698 #0001e698
쩃 #0000ca43
\U00012b66 #00012b66
所 #00006240
\U00036e59 #00036e59
振 #0000632f
\U000323a6 #000323a6
ش #00000634
\ue614 #0000e614
𦶚 #00026d9a
\U0002f62e #0002f62e
𤐼 #0002443c
