𮬔 #0002eb14
\ueb26 #0000eb26
\U0001bdca #0001bdca
\U0002ec79 #0002ec79
\U0001c451 #0001c451
r #00000072
\U0003c535 #0003c535
培 #000057f9
𠞥 #000207a5
\U0003f5f1 #0003f5f1
\U00012705 #00012705
𨴻 #00028d3b
\U0001aefc #0001aefc
盾 #000076fe
𮝔 #0002e754
\U00037f8a #00037f8a
覃 #00008983
\U0003a0fe #0003a0fe
\U00037ef7 #00037ef7
𤡿 #0002487f
面 #00009762
麦 #00009ea6
ᱩ #00001c69
\U0001fd0b #0001fd0b
寢 #00005be2
𗳵 #00017cf5
\U0003b88e #0003b88e
혧 #0000d627
蜏 #0000870f
\uef0d #0000ef0d
𢜠 #00022720
ᳩ #00001ce9
𘎗 #00018397
值 #0000503c
\U0001cda2 #0001cda2
肿 #000080bf
𢧿 #000229ff
\U0001be2c #0001be2c
\U00011f52 #00011f52
㗫 #000035eb
\u0be0 #00000be0
\U0001b368 #0001b368
\U00012f25 #00012f25
ݺ #0000077a
槪 #0002f8ea
\U000165d2 #000165d2
截 #0000622a
ά #00001f71
\U00033a1b #00033a1b
\U00012fae #00012fae
\U000157a3 #000157a3
\U00014b99 #00014b99
起 #00008d77
\u1759 #00001759
\U00037348 #00037348
㖆 #00003586
駘 #000099d8
𨭢 #00028b62
重 #000091cd
\U0001a3fd #0001a3fd
겆 #0000ac86
\U00012752 #00012752
估 #00004f30
𡀮 #0002102e
\U0003bc77 #0003bc77
𣽯 #00023f6f
ذ #00000630
𥗆 #000255c6
𨦌 #0002898c
𫶜 #0002bd9c
𑱃 #00011c43
\U00035cc3 #00035cc3
\U000360f1 #000360f1
𤼇 #00024f07
\U00037530 #00037530
簸 #00007c38
\U000161db #000161db
왋 #0000c64b
𗳌 #00017ccc
\U00010abd #00010abd
\U0001cc2b #0001cc2b
𨍼 #0002837c
\U00019374 #00019374
朡 #0002f8da
𤆳 #000241b3
\U0003198e #0003198e
\U00039f6f #00039f6f
⑯ #0000246f
𬑂 #0002c442
𰳬 #00030cec
\U0003699c #0003699c
䞄 #00004784
\U0003316b #0003316b
➊ #0000278a
𰟍 #000307cd
啢 #00005562
𬏟 #0002c3df
攔 #00006514
𬢆 #0002c886
𠆴 #000201b4
\U0001c6a7 #0001c6a7
\U0003e8b9 #0003e8b9
𢙠 #00022660
\U00019b7d #00019b7d
\u0e66 #00000e66
𫃀 #0002b0c0
佺 #00004f7a
𫼄 #0002bf04
𢉦 #00022266
\U0003476e #0003476e
\U000362ae #000362ae
者 #00008005
剂 #00005242
쵓 #0000cd53
\U000364d2 #000364d2
\U00013eb1 #00013eb1
\U0001c2ec #0001c2ec
𭭅 #0002db45
\U000146b9 #000146b9
\U00039fd1 #00039fd1
\U0001466e #0001466e
\uf70b #0000f70b
ऺ #0000093a
\U00013d12 #00013d12
𬵣 #0002cd63
𤹪 #00024e6a
𨅐 #00028150
\U0001ef32 #0001ef32
\U00012ec4 #00012ec4
\U0003e4b5 #0003e4b5
𧽠 #00027f60
𭂞 #0002d09e
造 #00009020
𗇭 #000171ed
𪓍 #0002a4cd
䇂 #000041c2
\U00037ea4 #00037ea4
䱂 #00004c42
\U0003ffa2 #0003ffa2
\uef3c #0000ef3c
괂 #0000ad02
\U0001a476 #0001a476
𪩢 #0002aa62
\U0003d49d #0003d49d
蝵 #00008775
\U0003ac5a #0003ac5a
\U000315fe #000315fe
𥱪 #00025c6a
𤯭 #00024bed
\U00015802 #00015802
\U00034fb1 #00034fb1
\U0003b008 #0003b008
𥉎 #0002524e
\U00012b9a #00012b9a
\U00015796 #00015796
\U0001e3e4 #0001e3e4
𗵊 #00017d4a
𔓗 #000144d7
\U000156d2 #000156d2
\U0003d8b5 #0003d8b5
𝂜 #0001d09c
𠋙 #000202d9
\U0003c646 #0003c646
𧘎 #0002760e
괷 #0000ad37
\U0003ac1c #0003ac1c
莹 #000083b9
\U0003cbbc #0003cbbc
\U0002ece4 #0002ece4
\U0001a725 #0001a725
吣 #00005423
𣏱 #000233f1
𐿅 #00010fc5
⻮ #00002eee
𢡿 #0002287f
𫎜 #0002b39c
\U0003c5ce #0003c5ce
ꮘ #0000ab98
\U000143fd #000143fd
胁 #000080c1
萨 #00008428
𱂾 #000310be
𢑑 #00022451
\U000158c3 #000158c3
鹿 #00009e7f
𬖛 #0002c59b
\U0003636a #0003636a
॰ #00000970
\U000157e8 #000157e8
㏏ #000033cf
𧖾 #000275be
\U0003bc60 #0003bc60
\U0001398b #0001398b
𬖖 #0002c596
\U0003dfd7 #0003dfd7
\U000384ef #000384ef
𐛬 #000106ec
\U00037f86 #00037f86
噘 #00005658
腔 #00008154
\U000317d5 #000317d5
\ue237 #0000e237
\U00012fcd #00012fcd
𥊆 #00025286
/ #0000002f
良 #0000826f
\U0001c15b #0001c15b
𑖾 #000115be
\U00037319 #00037319
𓁌 #0001304c
𨿬 #00028fec
ૡ #00000ae1
𭒂 #0002d482
\U0001553d #0001553d
𓂏 #0001308f
𠷰 #00020df0
徒 #00005f92
\U00019b3c #00019b3c
𑊅 #00011285
\U0001923c #0001923c
\U00011bf2 #00011bf2
棤 #000068e4
格 #0000683c
\U0003b487 #0003b487
\U00019e0b #00019e0b
\U00039df0 #00039df0
\U0002f158 #0002f158
\U000160cb #000160cb
\U00031365 #00031365
𩨀 #00029a00
𨟁 #000287c1
憕 #00006195
\U0002efd6 #0002efd6
\U0001ac8e #0001ac8e
𗤻 #0001793b
𘎷 #000183b7
𩛃 #000296c3
\U0003f8b3 #0003f8b3
\U000114f7 #000114f7
\U00036f51 #00036f51
𬡼 #0002c87c
• #00002022
\U00012e55 #00012e55
\U0003e6a6 #0003e6a6
\U0003c280 #0003c280
𱇮 #000311ee
\U00034b6b #00034b6b
𤫕 #00024ad5
𫃘 #0002b0d8
𘟬 #000187ec
\U00033337 #00033337
𗁁 #00017041
孍 #00005b4d
\U00038e44 #00038e44
汾 #00006c7e
驶 #00009a76
𓆲 #000131b2
𱈞 #0003121e
𧷺 #00027dfa
𣼻 #00023f3b
\U0003de5b #0003de5b
𧛔 #000276d4
\U0001fe3a #0001fe3a
\U0003be55 #0003be55
\U000156fe #000156fe
౨ #00000c68
콚 #0000cf5a
Ὂ #00001f4a
\U00014ba6 #00014ba6
𭇱 #0002d1f1
猎 #0000730e
𬚠 #0002c6a0
𪅤 #0002a164
\U000113cb #000113cb
盟 #000076df
𠸫 #00020e2b
\U00014c6b #00014c6b
𭣣 #0002d8e3
\U0003a194 #0003a194
\U000365c5 #000365c5
\U00037746 #00037746
ﱊ #0000fc4a
\U0001b8d4 #0001b8d4
\U00016ac0 #00016ac0
\U0003e10b #0003e10b
\U0003210e #0003210e
𩤻 #0002993b
\U0003f538 #0003f538
뉤 #0000b264
\U0001e9e4 #0001e9e4
\U0003db29 #0003db29
𥍔 #00025354
𑖄 #00011584
뛈 #0000b6c8
\U0001de3d #0001de3d
\U0003fe36 #0003fe36
𭒘 #0002d498
Ŋ #0000014a
耜 #0000801c
\U0003c080 #0003c080
🕐 #0001f550
𐆅 #00010185
\U000363c3 #000363c3
\uf8f9 #0000f8f9
ᥙ #00001959
\U000393c5 #000393c5
\U0001e8f8 #0001e8f8
\U00013b87 #00013b87
𨊗 #00028297
\U00037e8f #00037e8f
\U000338e3 #000338e3
\U00019124 #00019124
ҳ #000004b3
\U0001cab0 #0001cab0
\U0001ee9f #0001ee9f
铃 #000094c3
䱀 #00004c40
\U0003a67b #0003a67b
𪔱 #0002a531
\U0001cb9e #0001cb9e
\U000346ee #000346ee
\U000325db #000325db
겜 #0000ac9c
𫳰 #0002bcf0
𝕵 #0001d575
䰒 #00004c12
問 #0000554f
\u0380 #00000380
롽 #0000b87d
𪊳 #0002a2b3
𤝯 #0002476f
\U0001f2e6 #0001f2e6
\U0003a531 #0003a531
𰩂 #00030a42
𩃇 #000290c7
흫 #0000d76b
\U0001b32f #0001b32f
칷 #0000ce77
鴈 #00009d08
𩳭 #00029ced
𧟂 #000277c2
𫴲 #0002bd32
𩱸 #00029c78
𩵂 #00029d42
ⵯ #00002d6f
\U00031a36 #00031a36
\U00010799 #00010799
\U0001a1ee #0001a1ee
\U0003e804 #0003e804
𣡟 #0002385f
𗱶 #00017c76
印 #00005370
빑 #0000be51
\U0003489a #0003489a
𩘁 #00029601
憍 #0000618d
糆 #00007cc6
𑒁 #00011481
\U00013c44 #00013c44
移 #000079fb
𮤓 #0002e913
㒊 #0000348a
\U0003a461 #0003a461
䚹 #000046b9
\U000384aa #000384aa
𭠷 #0002d837
𒐥 #00012425
쥱 #0000c971
\U0003a11d #0003a11d
\ue16e #0000e16e
\U0002f709 #0002f709
𐔋 #0001050b
辐 #00008f90
㫋 #00003acb
\U0001c832 #0001c832
\U00039abd #00039abd
𧴨 #00027d28
𗶒 #00017d92
𤕇 #00024547
\U00019c20 #00019c20
\U00036664 #00036664
𞴒 #0001ed12
𝥞 #0001d95e
晄 #00006644
\U00031784 #00031784
ọ #00001ecd
𧌇 #00027307
\U00034521 #00034521
𧛒 #000276d2
正 #00006b63
┰ #00002530
蘁 #00008601
\U0003330f #0003330f
\U0001ccb2 #0001ccb2
\uee5a #0000ee5a
𦲏 #00026c8f
𔔚 #0001451a
\U000110ea #000110ea
Ж #00000416
\U0003786e #0003786e
𧄚 #0002711a
㎣ #000033a3
릣 #0000b9a3
鍙 #00009359
\u0b80 #00000b80
开 #00005f00
\U00037934 #00037934
𧥇 #00027947
牮 #0000726e
骘 #00009a98
通 #0000901a
𗮘 #00017b98
\U00039ddd #00039ddd
礇 #00007907
䖶 #000045b6
𤸙 #00024e19
㥨 #00003968
횩 #0000d6a9
\U00039c1a #00039c1a
𪧪 #0002a9ea
뮹 #0000bbb9
\U000344ec #000344ec
\u0ffd #00000ffd
\U0001b5c0 #0001b5c0
𫎫 #0002b3ab
𐲎 #00010c8e
𘧼 #000189fc
𒈟 #0001221f
𡦟 #0002199f
𪪳 #0002aab3
𠯔 #00020bd4
𤱿 #00024c7f
\U000331de #000331de
𗬾 #00017b3e
\U0002f251 #0002f251
\U0003df04 #0003df04
鮬 #00009bac
朗 #00006717
\U0001b53d #0001b53d
Ā #00000100
ꗐ #0000a5d0
墓 #00005893
𘣤 #000188e4
奼 #0000597c
\U00012a50 #00012a50
\U00012fc6 #00012fc6
𨵓 #00028d53
ⳙ #00002cd9
\U0003d617 #0003d617
𩽯 #00029f6f
蚍 #0000868d
𨐯 #0002842f
𘓍 #000184cd
𦴤 #00026d24
\U00038925 #00038925
\u1bf8 #00001bf8
\U000396cb #000396cb
\U000372e3 #000372e3
\U0003f5be #0003f5be
𥀜 #0002501c
\U00014915 #00014915
鼯 #00009f2f
判 #00005224
盨 #000076e8
\U000138fe #000138fe
𦯑 #00026bd1
𘌣 #00018323
\U000348f7 #000348f7
\U00015de7 #00015de7
𣙰 #00023670
𥛛 #000256db
𭡷 #0002d877
𧐁 #00027401
\uf155 #0000f155
\U0001472e #0001472e
绳 #00007ef3
𰁫 #0003006b
𰫤 #00030ae4
𧳝 #00027cdd
誆 #00008a86
\U0003bdf3 #0003bdf3
\U0003466a #0003466a
\U00014f18 #00014f18
𝘉 #0001d609
Ҙ #00000498
𨐻 #0002843b
𔕹 #00014579
\U00038d79 #00038d79
\U00039f29 #00039f29
\U000374bc #000374bc
𡽚 #00021f5a
䢁 #00004881
𗴭 #00017d2d
\U000331b3 #000331b3
𫻙 #0002bed9
\uf4dc #0000f4dc
\U0003328c #0003328c
\U0001052c #0001052c
\U00035e6e #00035e6e
\U0001abd2 #0001abd2
𨣚 #000288da
逻 #0000903b
䅪 #0000416a
忬 #00005fec
𦙕 #00026655
𮡍 #0002e84d
𗫙 #00017ad9
𘥄 #00018944
䔿 #0000453f
\U0003d7ca #0003d7ca
ყ #000010e7
𥺵 #00025eb5
\U000373b6 #000373b6
\U0001c787 #0001c787
𤸉 #00024e09
\U0003136a #0003136a
\U0003e73a #0003e73a
𫆲 #0002b1b2
\U0001026e #0001026e
斴 #000065b4
𐀡 #00010021
咈 #00005488
𣘞 #0002361e
ਖ #00000a16
篠 #00007be0
\ue458 #0000e458
\U0002ef80 #0002ef80
\U0003ea89 #0003ea89
怙 #00006019
\ue514 #0000e514
𥫝 #00025add
\U0003db0b #0003db0b
䎑 #00004391
\U00032347 #00032347
\U00032e3e #00032e3e
𭛊 #0002d6ca
\U0001baff #0001baff
\U0003f222 #0003f222
\uecf7 #0000ecf7
𡽪 #00021f6a
𨩹 #00028a79
𓍊 #0001334a
\U00038ccd #00038ccd
𝅧 #0001d167
\U00012f9b #00012f9b
\U000368a4 #000368a4
\U00012a46 #00012a46
\U0003fb6c #0003fb6c
碹 #000078b9
\U00039aea #00039aea
𥇗 #000251d7
𠷩 #00020de9
\U0003b882 #0003b882
\U0003382d #0003382d
\U0003454c #0003454c
쀶 #0000c036
\U0003c23c #0003c23c
\U0003eece #0003eece
䒥 #000044a5
𰳵 #00030cf5
\U00013f7c #00013f7c
\U0003d5e0 #0003d5e0
睘 #00007758
䒻 #000044bb
𓐫 #0001342b
\U0002f6bd #0002f6bd
\U00019544 #00019544
\U00019a30 #00019a30
\U0003fbc4 #0003fbc4
𮑸 #0002e478
\U0003a2b1 #0003a2b1
𓊥 #000132a5
\u0a80 #00000a80
\U00012e59 #00012e59
轍 #00008f4d
𭱐 #0002dc50
\U0003f006 #0003f006
\U0001ea8d #0001ea8d
\U00011380 #00011380
䵽 #00004d7d
𓄕 #00013115
웎 #0000c6ce
릮 #0000b9ae
𭮱 #0002dbb1
\U0003dded #0003dded
𥯬 #00025bec
掠 #0000f975
돀 #0000b3c0
𮪍 #0002ea8d
𭘠 #0002d620
9 #00000039
\U00011d39 #00011d39
\uecec #0000ecec
𠜢 #00020722
秞 #000079de
\U000135c8 #000135c8
\U00035959 #00035959
𧥝 #0002795d
尉 #00005c09
\U0001ad18 #0001ad18
\U00012649 #00012649
\uecc5 #0000ecc5
\U00012c57 #00012c57
𭑰 #0002d470
\U00032941 #00032941
\U00032bf3 #00032bf3
\U00015d19 #00015d19
丏 #00004e0f
𥿚 #00025fda
𨉿 #0002827f
䰂 #00004c02
卡 #00005361
𩺫 #00029eab
\uf447 #0000f447
𧸙 #00027e19
𮘇 #0002e607
潱 #00006f71
\U0001a843 #0001a843
𔖋 #0001458b
\U0003faab #0003faab
\U00039c03 #00039c03
㡅 #00003845
Á #000000c1
略 #00007565
𗄗 #00017117
\U00019ad4 #00019ad4
𧾠 #00027fa0
𤅤 #00024164
𰪍 #00030a8d
犴 #000072b4
걀 #0000ac40
\U0003d5c0 #0003d5c0
ᘻ #0000163b
\U0001bbc6 #0001bbc6
\U00014b5c #00014b5c
𥚺 #000256ba
\ue868 #0000e868
⼑ #00002f11
\U00014f15 #00014f15
𦂍 #0002608d
\U0001572f #0001572f
㱤 #00003c64
\U0003bf88 #0003bf88
\U00033ac8 #00033ac8
\U00012fbf #00012fbf
\U0001f1bb #0001f1bb
\U000150fc #000150fc
] #0000005d
\U0003bd95 #0003bd95
\ue6a2 #0000e6a2
𢒑 #00022491
\U00018f20 #00018f20
𣱅 #00023c45
℄ #00002104
\U0003d385 #0003d385
𮊠 #0002e2a0
𪢩 #0002a8a9
\U0001508f #0001508f
\U0002f444 #0002f444
菌 #0002f9a2
횎 #0000d68e
\U00013a47 #00013a47
䶊 #00004d8a
\U00010ab1 #00010ab1
背 #000080cc
\U00032a18 #00032a18
\U0001402c #0001402c
\U0003f310 #0003f310
𫽏 #0002bf4f
𣓃 #000234c3
\U0003ec84 #0003ec84
\U000366af #000366af
惨 #000060e8
\U0001625f #0001625f
諴 #00008af4
\ue84e #0000e84e
\U0003ea0f #0003ea0f
\U00036787 #00036787
𣵐 #00023d50
䮳 #00004bb3
𡷸 #00021df8
\U00031908 #00031908
\U00013ded #00013ded
\U0001cf09 #0001cf09
𓍳 #00013373
域 #000057df
𨐭 #0002842d
边 #00008fb9
Ȝ #0000021c
蔄 #00008504
𣽂 #00023f42
𡆣 #000211a3
飣 #000098e3
\U00038b19 #00038b19
\U0003f651 #0003f651
𡮒 #00021b92
𧜕 #00027715
𘏁 #000183c1
𬣝 #0002c8dd
𬜗 #0002c717
\U00039506 #00039506
\U00015ed2 #00015ed2
\U000196ea #000196ea
𬭒 #0002cb52
𢜙 #00022719
\U0003d05e #0003d05e
\U00012793 #00012793
𡂅 #00021085
遹 #00009079
𐔖 #00010516
啬 #0000556c
\U000195fa #000195fa
𭮼 #0002dbbc
\U0003a2bb #0003a2bb
ᗳ #000015f3
\U00038aa6 #00038aa6
莽 #000083bd
\U00016e2b #00016e2b
ẋ #00001e8b
\U0003b00e #0003b00e
鈿 #0000923f
\U0003681f #0003681f
𪃣 #0002a0e3
\U00016c54 #00016c54
\U0003de13 #0003de13
\U0003cbcc #0003cbcc
\U00019473 #00019473
𡏴 #000213f4
䭄 #00004b44
\U0003f7cb #0003f7cb
\U0003563d #0003563d
栂 #00006802
뽊 #0000bf4a
\U0003a4db #0003a4db
\U0003968b #0003968b
𭟘 #0002d7d8
𪨾 #0002aa3e
ꓭ #0000a4ed
𭦻 #0002d9bb
𭥜 #0002d95c
𑗇 #000115c7
\u0aa9 #00000aa9
\U00036615 #00036615
\U00011e7f #00011e7f
\U000313dd #000313dd
䁖 #00004056
\U00039962 #00039962
\U0003cfc7 #0003cfc7
夊 #0000590a
\U0003ee1b #0003ee1b
\U000316aa #000316aa
𩰕 #00029c15
\U0003834e #0003834e
𖨰 #00016a30
𮒧 #0002e4a7
芧 #000082a7
\U00012d3d #00012d3d
\U00016399 #00016399
𦩳 #00026a73
\U0003c30d #0003c30d
\U000371a6 #000371a6
蛊 #000086ca
갴 #0000ac34
ჼ #000010fc
\U0003c3a4 #0003c3a4
퍸 #0000d378
𦷑 #00026dd1
𥩁 #00025a41
\U00012e52 #00012e52
㌂ #00003302
ቧ #00001267
𘫿 #00018aff
𞴆 #0001ed06
㹡 #00003e61
𣞩 #000237a9
\U00032151 #00032151
Ꮓ #000013c3
𗩳 #00017a73
燐 #0000f9ee
\U0001cd45 #0001cd45
𫏨 #0002b3e8
选 #00009009
\U0003c226 #0003c226
𮋟 #0002e2df
\U00039f02 #00039f02
𰣁 #000308c1
𨏻 #000283fb
\U0001c9a0 #0001c9a0
\U00031ee1 #00031ee1
쉨 #0000c268
\U000361c6 #000361c6
𤌌 #0002430c
ꙻ #0000a67b
\U000167de #000167de
\U0002f4e6 #0002f4e6
湮 #0002f909
\ue743 #0000e743
𧏓 #000273d3
𭍳 #0002d373
\U000382e2 #000382e2
\U00033184 #00033184
🏵 #0001f3f5
𰃓 #000300d3
\U000101c3 #000101c3
头 #00005934
孭 #00005b6d
䯣 #00004be3
卹 #00005379
𛆷 #0001b1b7
\U0001ece8 #0001ece8
𡹷 #00021e77
\U0003a4a2 #0003a4a2
\U0002f451 #0002f451
\U0003f931 #0003f931
伙 #00004f19
\U0003a69f #0003a69f
始 #000059cb
坡 #00005761
A #00000041
\U00015e21 #00015e21
𩥋 #0002994b
\U0003b6e5 #0003b6e5
𣤉 #00023909
\U00037579 #00037579
\U0002f24b #0002f24b
⋞ #000022de
\U00019dcd #00019dcd
𧾻 #00027fbb
ệ #00001ec7
\U0002fedb #0002fedb
\U0003a91f #0003a91f
\U0001cd88 #0001cd88
夃 #00005903
𭇑 #0002d1d1
𤘶 #00024636
\U00013c39 #00013c39
𠠔 #00020814
汇 #00006c47
\U00016cde #00016cde
\U0003a0d5 #0003a0d5
\ueeec #0000eeec
㍱ #00003371
\uebe1 #0000ebe1
Π #000003a0
𡈙 #00021219
\U000396e2 #000396e2
𞋉 #0001e2c9
磩 #000078e9
ḕ #00001e15
\U000160b9 #000160b9
𨓬 #000284ec
𪶘 #0002ad98
𪬣 #0002ab23
𤳮 #00024cee
股 #000080a1
罇 #00007f47
𦀾 #0002603e
ɧ #00000267
竿 #00007aff
𧆱 #000271b1
\U00034ea1 #00034ea1
\U000105d3 #000105d3
\U000372e4 #000372e4
﹆ #0000fe46
\U0001cba9 #0001cba9
𝂪 #0001d0aa
\U0003e14d #0003e14d
𥂕 #00025095
𦪁 #00026a81
\ue93f #0000e93f
۱ #000006f1
\U000313b2 #000313b2
\uea48 #0000ea48
\U00038a3c #00038a3c
\U0001dbf0 #0001dbf0
𡭗 #00021b57
𮁂 #0002e042
𡅐 #00021150
\U00035521 #00035521
\U0001cff2 #0001cff2
\U00034eb9 #00034eb9
\U0002f4ab #0002f4ab
\U00032fef #00032fef
\U0001649b #0001649b
ѧ #00000467
\U00033ecf #00033ecf
𡧛 #000219db
𠆥 #000201a5
𗹥 #00017e65
𢡤 #00022864
\U00036cac #00036cac
𝨤 #0001da24
\U000378dc #000378dc
𗮥 #00017ba5
㨼 #00003a3c
\U0003e1cd #0003e1cd
\U0001e0a8 #0001e0a8
콍 #0000cf4d
𔒯 #000144af
▯ #000025af
\U0003c1d4 #0003c1d4
\U0003a11f #0003a11f
𬂈 #0002c088
𡈾 #0002123e
𠯱 #00020bf1
\U0003f8d5 #0003f8d5
\uf404 #0000f404
\U0001df50 #0001df50
𨯢 #00028be2
𐰴 #00010c34
\U0001ba28 #0001ba28
\U00012bdc #00012bdc
𛰸 #0001bc38
\U0001190b #0001190b
௭ #00000bed
꜓ #0000a713
놪 #0000b1aa
所 #00006240
\U0001a23c #0001a23c
ش #00000634
\ue614 #0000e614
\U0002f62e #0002f62e
\ua957 #0000a957
\U00011f8f #00011f8f
\U000367fc #000367fc
\U0001d2df #0001d2df
𝐴 #0001d434
ῑ #00001fd1
𡬅 #00021b05
ュ #000030e5
𫑏 #0002b44f
𫄲 #0002b132
\U0001c16e #0001c16e
\U00033be6 #00033be6
\U0003c1fb #0003c1fb
\U0001bd4c #0001bd4c
𖾂 #00016f82
𘫜 #00018adc
႗ #00001097
\U0003a84d #0003a84d
\U000105da #000105da
𭦤 #0002d9a4
𡏞 #000213de
过 #00008fc7
\U0003efc3 #0003efc3
䏤 #000043e4
𡘃 #00021603
𬍓 #0002c353
\U0003b053 #0003b053
𦙱 #00026671
𗂅 #00017085
𤷩 #00024de9
\U0003de04 #0003de04
Ⲏ #00002c8e
𡜱 #00021731
얧 #0000c5a7
𣞌 #0002378c
깏 #0000ae4f
𰝸 #00030778
\U0002f622 #0002f622
\U00010bdf #00010bdf
\U00036b65 #00036b65
\U0003f2bf #0003f2bf
𩜲 #00029732
𩀼 #0002903c
\U00034dbd #00034dbd
䴭 #00004d2d
㽮 #00003f6e
𦀷 #00026037
\U00037902 #00037902
𧼆 #00027f06
𬸣 #0002ce23
\U00016ba1 #00016ba1
\U00015b3c #00015b3c
댿 #0000b33f
𤡲 #00024872
焽 #0000713d
🝣 #0001f763
\U0003457b #0003457b
𥓞 #000254de
髒 #00009ad2
\U0001e2b9 #0001e2b9
᧗ #000019d7
滗 #00006ed7
\U00011241 #00011241
\U00039f8d #00039f8d
崇 #00005d07
\U00039adb #00039adb
\U0001dc65 #0001dc65
𦝝 #0002675d
漣 #00006f23
₸ #000020b8
𗴜 #00017d1c
𭚞 #0002d69e
𤴟 #00024d1f
\U00033ae3 #00033ae3
\U0003f641 #0003f641
✍ #0000270d
\uefe2 #0000efe2
\U00032721 #00032721
况 #0000fa71
\U0003b013 #0003b013
\U00015db3 #00015db3
䂘 #00004098
\ued6b #0000ed6b
⺣ #00002ea3
\U00035cc6 #00035cc6
\U0001b7ed #0001b7ed
𢔳 #00022533
蕵 #00008575
ދ #0000078b
쫱 #0000caf1
蒸 #000084b8
