捬 #0000636c
\U00035df6 #00035df6
𨪢 #00028aa2
\U000378ac #000378ac
⢘ #00002898
\U0001c2e5 #0001c2e5
𩌢 #00029322
蚐 #00008690
𭜽 #0002d73d
𐐈 #00010408
替 #000066ff
䣈 #000048c8
\U0003e798 #0003e798
\U0001eed9 #0001eed9
\U00010d73 #00010d73
劢 #000052a2
\U000387a2 #000387a2
\U0003bab6 #0003bab6
앢 #0000c562
兩 #0000f978
𨈑 #00028211
搻 #0000643b
\U00037f2e #00037f2e
栱 #00006831
\U00013fc9 #00013fc9
\U0003a929 #0003a929
\uf1e4 #0000f1e4
𬤓 #0002c913
𡽅 #00021f45
𠬐 #00020b10
啝 #0000555d
\U000340a8 #000340a8
\U0001caa2 #0001caa2
𪥓 #0002a953
𩆂 #00029182
齙 #00009f59
\U0002f443 #0002f443
\U0001f1df #0001f1df
🈤 #0001f224
𡙟 #0002165f
𣌓 #00023313
\U00018fc3 #00018fc3
𱋁 #000312c1
𤄖 #00024116
𠡥 #00020865
贅 #00008d05
\U00039262 #00039262
\U0001547f #0001547f
\U0001a4ac #0001a4ac
\U00038bb8 #00038bb8
췖 #0000cdd6
𫧶 #0002b9f6
\U00036000 #00036000
\U0001617e #0001617e
\ueac4 #0000eac4
𢲅 #00022c85
𢑸 #00022478
𡤐 #00021910
\U00014aeb #00014aeb
𑶂 #00011d82
𠿵 #00020ff5
𣸙 #00023e19
삶 #0000c0b6
𨹢 #00028e62
𮐲 #0002e432
\U0003e6f6 #0003e6f6
𐲀 #00010c80
\U0003a1c4 #0003a1c4
\U00033867 #00033867
🁳 #0001f073
擠 #000064e0
㆝ #0000319d
𦎜 #0002639c
𡤰 #00021930
\U0001dda1 #0001dda1
\U0001b8ec #0001b8ec
𦮻 #00026bbb
\U00013bf6 #00013bf6
𤟸 #000247f8
ᔘ #00001518
镉 #00009549
\U0001f2d0 #0001f2d0
𩂣 #000290a3
檯 #00006aaf
𫹞 #0002be5e
\U000362d6 #000362d6
\U0003c54c #0003c54c
㵲 #00003d72
\U0003e85b #0003e85b
\U00035f54 #00035f54
𐳊 #00010cca
멞 #0000ba5e
\U0001436f #0001436f
\U0001fc26 #0001fc26
\U0003c7d8 #0003c7d8
퀶 #0000d036
𭋁 #0002d2c1
𐐍 #0001040d
\U0003f55e #0003f55e
\U000362ec #000362ec
𨼆 #00028f06
\U0003a1ad #0003a1ad
\U0003d3af #0003d3af
𮅩 #0002e169
閧 #000095a7
趥 #00008da5
\U0003c863 #0003c863
\U000147ac #000147ac
\U0003adb9 #0003adb9
𤇱 #000241f1
\U00013d31 #00013d31
\uef45 #0000ef45
𡞨 #000217a8
\U00031f90 #00031f90
\U000139b2 #000139b2
\U0001c57f #0001c57f
𢙷 #00022677
\U0003679e #0003679e
𗊣 #000172a3
𘟫 #000187eb
𦳫 #00026ceb
픛 #0000d51b
𐜏 #0001070f
𑐈 #00011408
𗗃 #000175c3
🏙 #0001f3d9
永 #00006c38
縘 #00007e18
𰥀 #00030940
\U00019a51 #00019a51
\U0001579f #0001579f
\U00038307 #00038307
𗞆 #00017786
\U0003cf73 #0003cf73
\U0003c4e0 #0003c4e0
\U00019744 #00019744
姦 #000059e6
𥔃 #00025503
\U0003709e #0003709e
\U00031d0e #00031d0e
𡢺 #000218ba
\U0003c33b #0003c33b
賫 #00008ceb
\U0001c75d #0001c75d
\U000117c5 #000117c5
疖 #00007596
𱅲 #00031172
쪳 #0000cab3
\U0003e494 #0003e494
㑳 #00003473
\U00015c6d #00015c6d
堵 #00005835
𢘀 #00022600
𪱡 #0002ac61
𗉔 #00017254
苟 #000082df
\U0003cf88 #0003cf88
疼 #000075bc
\U0002f27a #0002f27a
\U0002f347 #0002f347
ｺ #0000ff7a
\U00036183 #00036183
𑐧 #00011427
鼈 #00009f08
𧒵 #000274b5
쏁 #0000c3c1
\U00014dde #00014dde
🍁 #0001f341
𤢱 #000248b1
𠡪 #0002086a
\U00035b4f #00035b4f
\U0003e7bc #0003e7bc
\U0001dd4f #0001dd4f
\u2456 #00002456
赽 #00008d7d
\U0003fba3 #0003fba3
\U0003db54 #0003db54
\U0001e325 #0001e325
𪙺 #0002a67a
ㄙ #00003119
𢣗 #000228d7
\U000348c5 #000348c5
\U0001e42a #0001e42a
垼 #000057bc
\U0003bf2c #0003bf2c
\U000191e1 #000191e1
𦖹 #000265b9
\U0003884f #0003884f
\U00012d50 #00012d50
\U0003d75a #0003d75a
\U00033da4 #00033da4
𰏜 #000303dc
贙 #00008d19
𢁣 #00022063
\U000152cd #000152cd
稹 #00007a39
\U00038592 #00038592
\U000329e2 #000329e2
\uf347 #0000f347
憾 #000061be
\U00015838 #00015838
㼠 #00003f20
骈 #00009a88
膝 #0000819d
𐱀 #00010c40
锢 #00009522
𫲨 #0002bca8
\ue48b #0000e48b
𭶖 #0002dd96
뛣 #0000b6e3
\U000347b9 #000347b9
\U00038bfa #00038bfa
牖 #00007256
\U00013e73 #00013e73
𗱻 #00017c7b
\U0001d2fa #0001d2fa
𮜇 #0002e707
\uea97 #0000ea97
𭅜 #0002d15c
። #00001362
鮻 #00009bbb
𪔿 #0002a53f
䟪 #000047ea
\ue72d #0000e72d
\U0003ad66 #0003ad66
\U0001123f #0001123f
\U00016c7b #00016c7b
\U0001bfd3 #0001bfd3
\U0001e493 #0001e493
駁 #000099c1
\ua959 #0000a959
𤴬 #00024d2c
𘫞 #00018ade
\U0002fc73 #0002fc73
竆 #00007ac6
\U0002ee3c #0002ee3c
\U0003f6d9 #0003f6d9
𢱆 #00022c46
𒃩 #000120e9
悬 #000060ac
祉 #0000fa4d
\U00014d71 #00014d71
\U0001a0c3 #0001a0c3
𗊭 #000172ad
\U0003b130 #0003b130
\U00038b1c #00038b1c
镭 #0000956d
斥 #000065a5
\U00011743 #00011743
\U00036826 #00036826
𮒍 #0002e48d
\U0003a21d #0003a21d
\U00033955 #00033955
𫦆 #0002b986
\U0003538d #0003538d
\U0001592e #0001592e
\U0003d220 #0003d220
\U00036a18 #00036a18
鍃 #00009343
\U0003702b #0003702b
\U0002fbdc #0002fbdc
䚪 #000046aa
\U00036fce #00036fce
𦕙 #00026559
\U0003af8a #0003af8a
𒀃 #00012003
똓 #0000b613
\u200f #0000200f
ꢢ #0000a8a2
𐝌 #0001074c
\U00019e8f #00019e8f
\U0003b2ae #0003b2ae
\U0003367b #0003367b
蝷 #00008777
飜 #000098dc
𢔺 #0002253a
𣈔 #00023214
\U0002ff02 #0002ff02
증 #0000c99d
𝑖 #0001d456
\U00036114 #00036114
\U0003f455 #0003f455
\U0001b787 #0001b787
𪐫 #0002a42b
𡀧 #00021027
\U0001accf #0001accf
𪧔 #0002a9d4
𡠺 #0002183a
ь #0000044c
\U000331ae #000331ae
\uee91 #0000ee91
\U0001cdaa #0001cdaa
헆 #0000d5c6
\U0001dd79 #0001dd79
श #00000936
뜿 #0000b73f
\U0002f719 #0002f719
\uf0fd #0000f0fd
\U000340d5 #000340d5
\U0002f136 #0002f136
\U00035273 #00035273
𧹖 #00027e56
𓌑 #00013311
\U00016dc1 #00016dc1
𨤗 #00028917
\U0002f2ec #0002f2ec
𨁈 #00028048
茵 #00008335
𥦽 #000259bd
\U0003f615 #0003f615
\U00012c16 #00012c16
𢇀 #000221c0
𗄅 #00017105
𨄂 #00028102
\U0001e52f #0001e52f
𝈊 #0001d20a
𩂆 #00029086
𣂨 #000230a8
\U0003a56a #0003a56a
\U00031f9d #00031f9d
\U0001650f #0001650f
𤌻 #0002433b
욿 #0000c6bf
𘖁 #00018581
↋ #0000218b
发 #000053d1
\U000119ec #000119ec
贑 #00008d11
𤣌 #000248cc
\U00038f9a #00038f9a
僗 #000050d7
\U0003d494 #0003d494
🬧 #0001fb27
鉱 #00009271
\uf13b #0000f13b
🕝 #0001f55d
𪅒 #0002a152
𢁊 #0002204a
Ь #0000042c
𓀯 #0001302f
\U0003b8fc #0003b8fc
朱 #00006731
\U0001de82 #0001de82
𥽻 #00025f7b
\U00037bf2 #00037bf2
\U000115e2 #000115e2
\U00016fdb #00016fdb
\U000191cf #000191cf
𫋅 #0002b2c5
⹁ #00002e41
\ue4b4 #0000e4b4
\uf1d3 #0000f1d3
𣗋 #000235cb
睆 #00007746
\U00038703 #00038703
禢 #000079a2
ዩ #000012e9
䞟 #0000479f
𔐡 #00014421
\U000139e5 #000139e5
\U0003d930 #0003d930
䗐 #000045d0
㞁 #0002f876
\U0001e3eb #0001e3eb
䦁 #00004981
阸 #00009638
𗍤 #00017364
𩰶 #00029c36
𩕻 #0002957b
뇌 #0000b1cc
\U0003f55a #0003f55a
ว #00000e27
\U00012b09 #00012b09
\U000381da #000381da
🆃 #0001f183
𰳄 #00030cc4
\U0001c183 #0001c183
𤾹 #00024fb9
쪹 #0000cab9
\U0003a129 #0003a129
⨈ #00002a08
촬 #0000cd2c
𬃗 #0002c0d7
𮪥 #0002eaa5
\U0003d202 #0003d202
ஓ #00000b93
𩙇 #00029647
\U00039a60 #00039a60
৯ #000009ef
岒 #00005c92
\U00037883 #00037883
\U0001cf56 #0001cf56
\U0003f8cb #0003f8cb
\ue442 #0000e442
ຎ #00000e8e
≂ #00002242
\U00018d1e #00018d1e
𩳺 #00029cfa
𘕴 #00018574
\x05 #00000005
\U00038dff #00038dff
𠄮 #0002012e
\U00036af0 #00036af0
𝇝 #0001d1dd
\U0003b640 #0003b640
✥ #00002725
\ue4f4 #0000e4f4
\U0003a812 #0003a812
𰯳 #00030bf3
\U0002ee1b #0002ee1b
\U0001ae6e #0001ae6e
缝 #00007f1d
\U00036f3f #00036f3f
𪨮 #0002aa2e
╎ #0000254e
𘁰 #00018070
矆 #000077c6
\U0001dc81 #0001dc81
\U0002fd01 #0002fd01
𗠵 #00017835
𤃛 #000240db
\U00034077 #00034077
𐍳 #00010373
\U00036b4c #00036b4c
\U0003e3ff #0003e3ff
𪆥 #0002a1a5
雇 #000096c7
ᰆ #00001c06
䋍 #000042cd
ℜ #0000211c
\U0001e1c1 #0001e1c1
༫ #00000f2b
\U00011cda #00011cda
䬇 #00004b07
𦒂 #00026482
\U00036c73 #00036c73
\U0003d31f #0003d31f
𞣏 #0001e8cf
𨀩 #00028029
\U0001ba76 #0001ba76
\U00014b4c #00014b4c
\U0003eee7 #0003eee7
𘈹 #00018239
黛 #00009edb
\U00035227 #00035227
𧮿 #00027bbf
𰋱 #000302f1
𨮽 #00028bbd
\U00039b77 #00039b77
𡤼 #0002193c
규 #0000addc
兀 #00005140
\U0003852d #0003852d
𖨵 #00016a35
\U00037a86 #00037a86
\U000373fd #000373fd
𪺲 #0002aeb2
\U00036015 #00036015
⯅ #00002bc5
栗 #00006817
\U0003c199 #0003c199
\U000196a7 #000196a7
\U0001daef #0001daef
𠖦 #000205a6
\U00032e5c #00032e5c
𫅲 #0002b172
𰆑 #00030191
阋 #0000960b
\U00014d4f #00014d4f
咻 #000054bb
\U0001ef88 #0001ef88
𪓄 #0002a4c4
\ue949 #0000e949
\U0001a822 #0001a822
𨄘 #00028118
𑖇 #00011587
𐚑 #00010691
\U0002f100 #0002f100
𦮌 #00026b8c
\U00019d5b #00019d5b
\U00019ca1 #00019ca1
𬡬 #0002c86c
\U0003e1a9 #0003e1a9
𠺆 #00020e86
\U0003f31e #0003f31e
\U0003b453 #0003b453
ⵀ #00002d40
\U00012f81 #00012f81
𔓃 #000144c3
궠 #0000ada0
\U00037126 #00037126
\U0003710a #0003710a
\U00012c02 #00012c02
국 #0000ad6d
\U0003fc77 #0003fc77
\U00035fad #00035fad
𮕔 #0002e554
\U0003baf5 #0003baf5
\U00016d8d #00016d8d
𥱫 #00025c6b
蹾 #00008e7e
𘲏 #00018c8f
ञ #0000091e
柣 #000067e3
𐑅 #00010445
\U0001367a #0001367a
𦧀 #000269c0
\U00011778 #00011778
\uecc1 #0000ecc1
𐙂 #00010642
렺 #0000b83a
\U0003e9ff #0003e9ff
𮌺 #0002e33a
𝁖 #0001d056
\U000194d2 #000194d2
\U00016434 #00016434
\U0001b8f1 #0001b8f1
𩛆 #000296c6
鳺 #00009cfa
\U00015012 #00015012
\u187a #0000187a
흳 #0000d773
\U00038961 #00038961
\U00038bad #00038bad
\U00016102 #00016102
𘒊 #0001848a
\U00013d65 #00013d65
\U00013462 #00013462
ኔ #00001294
别 #0000522b
\U0001b391 #0001b391
\U00039a52 #00039a52
\U0003fd63 #0003fd63
龄 #00009f84
卐 #00005350
\U0002fede #0002fede
莕 #00008395
𤔔 #00024514
\U00037a2a #00037a2a
𦑯 #0002646f
菻 #000083fb
\U00012df7 #00012df7
\uf64a #0000f64a
\U00037aec #00037aec
\U0003e9b9 #0003e9b9
𰦦 #000309a6
\U0003d03a #0003d03a
𑂄 #00011084
㺡 #00003ea1
\U0003ad05 #0003ad05
\U00013671 #00013671
𦾺 #00026fba
𩾄 #00029f84
犠 #000072a0
\U0003de09 #0003de09
\U00012e7e #00012e7e
\U00015446 #00015446
\U0003f6f1 #0003f6f1
囍 #000056cd
狕 #000072d5
关 #00005173
𰖯 #000305af
\U00039504 #00039504
\U0003e20a #0003e20a
𫼣 #0002bf23
巡 #00005de1
\U00013687 #00013687
\U0003f83f #0003f83f
𮥈 #0002e948
腯 #0000816f
뉚 #0000b25a
\U0001a7f0 #0001a7f0
\U0003c80b #0003c80b
𢶰 #00022db0
𥉜 #0002525c
𓐕 #00013415
𭏆 #0002d3c6
𥘟 #0002561f
\U0002f335 #0002f335
𥼑 #00025f11
\U00037da4 #00037da4
𒅗 #00012157
\U0001eb09 #0001eb09
ꉰ #0000a270
\U0001676a #0001676a
🨤 #0001fa24
\uec81 #0000ec81
奈 #00005948
𦄉 #00026109
\U00038671 #00038671
𑲎 #00011c8e
\U0001598b #0001598b
租 #000079df
\U0001a2d8 #0001a2d8
\U0003bac8 #0003bac8
\U0003d458 #0003d458
렱 #0000b831
\U00036aaf #00036aaf
𘬮 #00018b2e
𨓎 #000284ce
※ #0000203b
𰢆 #00030886
\U0003bb9f #0003bb9f
柈 #000067c8
𑨮 #00011a2e
𢊟 #0002229f
\U0003c60c #0003c60c
\U00032820 #00032820
𧼞 #00027f1e
𡏺 #000213fa
\U0003eab4 #0003eab4
\U0003899f #0003899f
𠁢 #00020062
쯯 #0000cbef
𢌄 #00022304
𬔰 #0002c530
\U00032e69 #00032e69
𫝗 #0002b757
\U000349b0 #000349b0
\U0001fec7 #0001fec7
\U0001be5e #0001be5e
遉 #00009049
𣇭 #000231ed
\U0001566a #0001566a
槨 #000069e8
嫕 #00005ad5
⟵ #000027f5
\U0001bdac #0001bdac
𦂽 #000260bd
\U00011c49 #00011c49
\U000321ae #000321ae
\U0002ebed #0002ebed
\U0003b069 #0003b069
𦵰 #00026d70
𠏝 #000203dd
ᐊ #0000140a
\U0003fc7c #0003fc7c
\U00016b9a #00016b9a
\U0001cb66 #0001cb66
邠 #000090a0
至 #000081f3
\U0003b699 #0003b699
\U0001edbf #0001edbf
\U0001ea17 #0001ea17
\U0003fd57 #0003fd57
\U000384c5 #000384c5
\uec2f #0000ec2f
拓 #000062d3
\U00035705 #00035705
\U00031774 #00031774
\U0001aa4a #0001aa4a
𬋈 #0002c2c8
𒈱 #00012231
𥆧 #000251a7
\U0001aaea #0001aaea
슭 #0000c2ad
压 #0000538b
ᠮ #0000182e
𰙲 #00030672
𡅚 #0002115a
\U00033cd5 #00033cd5
𐢇 #00010887
\U00031b22 #00031b22
𮋫 #0002e2eb
𘬛 #00018b1b
菲 #000083f2
𩁖 #00029056
偏 #0000504f
\U0003f79d #0003f79d
𫒷 #0002b4b7
𫧲 #0002b9f2
\U00015ced #00015ced
𬵙 #0002cd59
\U0001a5d9 #0001a5d9
𤧹 #000249f9
𤕁 #00024541
𗊅 #00017285
\U0003d5a2 #0003d5a2
\U000330f5 #000330f5
\U00031c6e #00031c6e
᥏ #0000194f
𨐚 #0002841a
\U0003adf2 #0003adf2
𬹱 #0002ce71
瓰 #000074f0
\U0002faab #0002faab
\U000347cd #000347cd
𒉢 #00012262
\U000364a2 #000364a2
\U0001cd3b #0001cd3b
𰯲 #00030bf2
𰔄 #00030504
\U0001d26b #0001d26b
\U0003a7e7 #0003a7e7
\ue1a4 #0000e1a4
𗎩 #000173a9
\U0003863a #0003863a
茡 #00008321
\U00032fc5 #00032fc5
\U00034fdd #00034fdd
\U0003cad5 #0003cad5
杵 #00006775
殤 #00006ba4
뗆 #0000b5c6
\U0003d9ea #0003d9ea
𧷄 #00027dc4
\U0001c56f #0001c56f
𠫟 #00020adf
𮙣 #0002e663
ẘ #00001e98
\U00037a79 #00037a79
𥾧 #00025fa7
𮂜 #0002e09c
零 #000096f6
\U00031662 #00031662
\U0001def3 #0001def3
\U00019c03 #00019c03
\U00012720 #00012720
𬤧 #0002c927
𘡧 #00018867
\U00035c6c #00035c6c
\U0003c7eb #0003c7eb
\uee2c #0000ee2c
\U0003b314 #0003b314
\u197b #0000197b
Ꝁ #0000a740
\U00035061 #00035061
\U0003b76f #0003b76f
𑄀 #00011100
𬻄 #0002cec4
\U0003252d #0003252d
\U0003dd2f #0003dd2f
𝩈 #0001da48
\x0e #0000000e
\U00015c86 #00015c86
\U0001cac5 #0001cac5
\U0001c609 #0001c609
𝦱 #0001d9b1
𮕺 #0002e57a
\U0003b87a #0003b87a
\U000146e8 #000146e8
𡽴 #00021f74
\U0002fce6 #0002fce6
\U0003624a #0003624a
𤕤 #00024564
\U0001fa56 #0001fa56
\u2e6b #00002e6b
\U00019a4b #00019a4b
\U0001a755 #0001a755
𰼪 #00030f2a
\U0003e9ba #0003e9ba
\U0001d1f5 #0001d1f5
𭒌 #0002d48c
\U0001399e #0001399e
𰣆 #000308c6
𩷐 #00029dd0
播 #000064ad
邝 #0000909d
\U00039aac #00039aac
\U00035d01 #00035d01
\U0001cffe #0001cffe
𡬨 #00021b28
\U00038ad1 #00038ad1
\U0003f76c #0003f76c
\U0003992f #0003992f
\U000127b1 #000127b1
𡜻 #0002173b
𬸎 #0002ce0e
ᬗ #00001b17
𠑛 #0002045b
嘌 #0000560c
戢 #00006222
듪 #0000b4ea
່ #00000ec8
\U000318fb #000318fb
真 #0002f946
\U0003dfae #0003dfae
\U00031372 #00031372
߳ #000007f3
\U0001dca9 #0001dca9
𭿧 #0002dfe7
\U00031bed #00031bed
\U0002cea8 #0002cea8
\U0003f492 #0003f492
𗆂 #00017182
𭹯 #0002de6f
循 #00005faa
\U00037e58 #00037e58
\U000354ef #000354ef
𨫨 #00028ae8
躜 #00008e9c
\uee4c #0000ee4c
\U0003f8d7 #0003f8d7
\U00014145 #00014145
\U000147ec #000147ec
\U00035dfc #00035dfc
\U00013448 #00013448
ዤ #000012e4
\U0003aa69 #0003aa69
胲 #000080f2
弛 #00005f1b
\U0003fb08 #0003fb08
𘉖 #00018256
ၒ #00001052
𫈪 #0002b22a
짇 #0000c9c7
𰫰 #00030af0
\U00016d2b #00016d2b
\U0003c562 #0003c562
\U0001a7f1 #0001a7f1
\U0002ebf0 #0002ebf0
\u0c0d #00000c0d
欲 #00006b32
\U0002fb3b #0002fb3b
𐃪 #000100ea
鎂 #00009382
ퟄ #0000d7c4
𠕐 #00020550
𗄣 #00017123
𰆩 #000301a9
铉 #000094c9
🅐 #0001f150
𠜉 #00020709
𬴝 #0002cd1d
\U0003c3fe #0003c3fe
\U0003a969 #0003a969
襕 #00008955
𦚖 #00026696
\U00012718 #00012718
\U00019de4 #00019de4
𩶱 #00029db1
\U0003f501 #0003f501
𗍷 #00017377
\U0003de1d #0003de1d
𫥮 #0002b96e
\uf5e7 #0000f5e7
\U00033cf1 #00033cf1
\U0001a342 #0001a342
൲ #00000d72
𨕼 #0002857c
䏰 #000043f0
\U00039295 #00039295
𰤤 #00030924
\U00018ce8 #00018ce8
𨁾 #0002807e
𦨬 #00026a2c
块 #00005757
𣤙 #00023919
𘘰 #00018630
\U00031c91 #00031c91
\U00037bef #00037bef
\U0003d294 #0003d294
𨕶 #00028576
\U000165ff #000165ff
\U0003d207 #0003d207
𒍋 #0001234b
Т #00000422
\U000398ee #000398ee
\U00037442 #00037442
\U0001dbde #0001dbde
𥜪 #0002572a
\U00016c73 #00016c73
𭙞 #0002d65e
湯 #00006e6f
\ufdef #0000fdef
\U0003a706 #0003a706
\U00016335 #00016335
𐲖 #00010c96
𨒓 #00028493
\U0001563a #0001563a
ᩅ #00001a45
𩪃 #00029a83
\U0001fe75 #0001fe75
𭒪 #0002d4aa
𪝿 #0002a77f
𮔷 #0002e537
\U000136a5 #000136a5
⸂ #00002e02
𰸈 #00030e08
᭭ #00001b6d
\U0001ceb4 #0001ceb4
︆ #0000fe06
\U0003b9e0 #0003b9e0
\U0003484e #0003484e
\U0003c04c #0003c04c
\U00014931 #00014931
\U0003e11e #0003e11e
\U0001ff3d #0001ff3d
퐨 #0000d428
\ufdde #0000fdde
𐰫 #00010c2b
䁣 #00004063
\U0003fed1 #0003fed1
\U0001ef09 #0001ef09
\U0003d414 #0003d414
\U00014a01 #00014a01
𥧔 #000259d4
\U0003f556 #0003f556
͔ #00000354
𗿈 #00017fc8
\U00035be8 #00035be8
𗾮 #00017fae
\U00038482 #00038482
﹁ #0000fe41
\U0002f41e #0002f41e
𓁿 #0001307f
\U0002f7c2 #0002f7c2
𝞆 #0001d786
\uf08b #0000f08b
\uf67a #0000f67a
推 #000063a8
\U0001402d #0001402d
\U000126ae #000126ae
먗 #0000ba17
\uf893 #0000f893
🐖 #0001f416
𭺜 #0002de9c
\U0003992b #0003992b
沮 #00006cae
ꑢ #0000a462
\U0003d72f #0003d72f
\U0001fbe1 #0001fbe1
\U00013533 #00013533
𮩹 #0002ea79
𐄐 #00010110
\U0003fc26 #0003fc26
𤒑 #00024491
𘉎 #0001824e
\U0001666d #0001666d
\U00033433 #00033433
砃 #00007803
\U0003e369 #0003e369
𮕸 #0002e578
𞤡 #0001e921
粆 #00007c86
\U0002fe45 #0002fe45
\U00038fac #00038fac
虗 #00008657
\U0003781e #0003781e
𫂑 #0002b091
𰧄 #000309c4
ᣣ #000018e3
\U00012fa1 #00012fa1
䐰 #00004430
🅮 #0001f16e
뷑 #0000bdd1
ꛬ #0000a6ec
嶟 #00005d9f
\U00039967 #00039967
\U000153f7 #000153f7
흦 #0000d766
𬏑 #0002c3d1
\U00037bfc #00037bfc
𠗅 #000205c5
ﾶ #0000ffb6
\U0001bb97 #0001bb97
忹 #0002f89f
𧛸 #000276f8
\ue972 #0000e972
阏 #0000960f
𪒽 #0002a4bd
맵 #0000b9f5
\U0003c090 #0003c090
𑠄 #00011804
\U00039999 #00039999
\uedc1 #0000edc1
𡆩 #000211a9
벙 #0000bc99
𫄷 #0002b137
⺄ #00002e84
\U000138ed #000138ed
普 #0000666e
十 #00005341
\U00032356 #00032356
\U0003d84f #0003d84f
𭒕 #0002d495
𢍼 #0002237c
𨌇 #00028307
\U000395d8 #000395d8
\ued95 #0000ed95
𢸭 #00022e2d
回 #000056de
⒭ #000024ad
\U0001c6ea #0001c6ea
\U0003fbdf #0003fbdf
\U00032080 #00032080
\U0001cff3 #0001cff3
\U00038476 #00038476
𠩑 #00020a51
𭐭 #0002d42d
膖 #00008196
\U0003801a #0003801a
鉳 #00009273
𑊰 #000112b0
🇧 #0001f1e7
\U0003b31f #0003b31f
쩵 #0000ca75
\ueb0e #0000eb0e
𩣑 #000298d1
\U00031bd5 #00031bd5
𡔨 #00021528
\U00013797 #00013797
𱋠 #000312e0
䛳 #000046f3
\U0003d4b3 #0003d4b3
\U000143ab #000143ab
𧘑 #00027611
𤏠 #000243e0
\U0001bee0 #0001bee0
\U0003a818 #0003a818
䓊 #000044ca
\U00034957 #00034957
\uf4fb #0000f4fb
\U00035565 #00035565
ꗿ #0000a5ff
𪭡 #0002ab61
\U0003267f #0003267f
𗈤 #00017224
𬥬 #0002c96c
\U0001e499 #0001e499
\U0001e75e #0001e75e
\U0003a877 #0003a877
结 #00007ed3
廊 #00005eca
𬛖 #0002c6d6
妹 #000059b9
\U00032083 #00032083
\U0003df8e #0003df8e
꺴 #0000aeb4
\U00037e73 #00037e73
𪉎 #0002a24e
\U0001196f #0001196f
ꍢ #0000a362
\U00033915 #00033915
\ueaf3 #0000eaf3
뀻 #0000b03b
퀛 #0000d01b
뀶 #0000b036
◄ #000025c4
壤 #000058e4
𧱓 #00027c53
\U0003571f #0003571f
ퟰ #0000d7f0
\U00033451 #00033451
\U0003aad2 #0003aad2
兵 #00005175
\U00039006 #00039006
𓆴 #000131b4
\U0001277f #0001277f
\U00032b8d #00032b8d
㓝 #000034dd
\ueeb1 #0000eeb1
\U00037f8b #00037f8b
掑 #00006391
▟ #0000259f
\U0003f585 #0003f585
𖩘 #00016a58
늧 #0000b2a7
\U0002f35e #0002f35e
\U00031b20 #00031b20
酺 #0000917a
𨕗 #00028557
\U0001bcc6 #0001bcc6
𥓱 #000254f1
𝆛 #0001d19b
\U0001a027 #0001a027
\U000143f4 #000143f4
𥲢 #00025ca2
𢈆 #00022206
𞄹 #0001e139
狠 #000072e0
