𠀝 #0002001d
\U00034c28 #00034c28
\U0003f5f1 #0003f5f1
\U0003a792 #0003a792
阘 #00009618
盾 #000076fe
鬬 #00009b2c
晞 #0000665e
\U0002ffe2 #0002ffe2
\U00010971 #00010971
\U00036f50 #00036f50
\U0003ab31 #0003ab31
\U000192bc #000192bc
\U000326cc #000326cc
面 #00009762
麦 #00009ea6
\U000379a7 #000379a7
𫏲 #0002b3f2
\U00016560 #00016560
榗 #00006997
𘜡 #00018721
雫 #000096eb
值 #0000503c
𧆄 #00027184
\U0003d6f2 #0003d6f2
\U0001c18c #0001c18c
\U00036bcb #00036bcb
𤝚 #0002475a
𫢬 #0002b8ac
肿 #000080bf
𪼯 #0002af2f
𠊻 #000202bb
\U0003d702 #0003d702
\U0003f05d #0003f05d
靗 #00009757
\U0001f24a #0001f24a
\U000119f2 #000119f2
\U00016307 #00016307
䨓 #00004a13
\u0be0 #00000be0
𱅕 #00031155
\U000377ee #000377ee
\U0003ca7d #0003ca7d
篔 #00007bd4
𤂢 #000240a2
截 #0000622a
\U00015247 #00015247
𭫵 #0002daf5
\U00016c84 #00016c84
\U0003bcc3 #0003bcc3
\U00033a1b #00033a1b
\U00036db2 #00036db2
瞓 #00007793
⧩ #000029e9
𮊰 #0002e2b0
ꕭ #0000a56d
𢔒 #00022512
\U000157a3 #000157a3
𪛐 #0002a6d0
\U00014be9 #00014be9
𮐙 #0002e419
\U0002f067 #0002f067
\U0003d871 #0003d871
起 #00008d77
\U00039fe6 #00039fe6
\U00037348 #00037348
䁿 #0000407f
重 #000091cd
紷 #00007d37
닇 #0000b2c7
𦁩 #00026069
估 #00004f30
㟥 #000037e5
\U00033e47 #00033e47
\U0001985d #0001985d
\u1aef #00001aef
\U000129d9 #000129d9
\uf054 #0000f054
ذ #00000630
ﰝ #0000fc1d
\U00014d21 #00014d21
𝤜 #0001d91c
𨦌 #0002898c
싺 #0000c2fa
邿 #000090bf
\U00012679 #00012679
\U000360f1 #000360f1
𨍩 #00028369
𠦰 #000209b0
\U0003412f #0003412f
\U0003a943 #0003a943
𓄉 #00013109
\U0003e9c8 #0003e9c8
𥎟 #0002539f
𝥭 #0001d96d
ꠘ #0000a818
\ue286 #0000e286
\U00014046 #00014046
ﾧ #0000ffa7
𪣬 #0002a8ec
\U00035033 #00035033
\U0002f4d4 #0002f4d4
\U000388f3 #000388f3
\U0003f968 #0003f968
\U00038b0e #00038b0e
\U0003b815 #0003b815
뼰 #0000bf30
𦞄 #00026784
𫖣 #0002b5a3
𗷰 #00017df0
\U00035b20 #00035b20
\U000334e6 #000334e6
\U0001e9da #0001e9da
ㆣ #000031a3
න #00000db1
\U00032794 #00032794
𡛛 #000216db
\U0003e1fb #0003e1fb
𮞸 #0002e7b8
𝘈 #0001d608
\U0002f74c #0002f74c
𧸻 #00027e3b
𖩢 #00016a62
𓐙 #00013419
佺 #00004f7a
𪗆 #0002a5c6
𨪈 #00028a88
⧙ #000029d9
\U0003a01d #0003a01d
𢉦 #00022266
\uf75c #0000f75c
\U00013efc #00013efc
𭔱 #0002d531
者 #00008005
剂 #00005242
\U00034874 #00034874
噎 #0000564e
𫉊 #0002b24a
\U00034f36 #00034f36
𗷶 #00017df6
\U0003af9b #0003af9b
\uf69d #0000f69d
𬿞 #0002cfde
\U00036e9a #00036e9a
\U00018ed9 #00018ed9
𨪺 #00028aba
ꠔ #0000a814
䱱 #00004c71
\U00035e31 #00035e31
𘏍 #000183cd
\U0001c38e #0001c38e
\U0003e4b5 #0003e4b5
造 #00009020
\U00035048 #00035048
𝃒 #0001d0d2
𧍁 #00027341
𦌿 #0002633f
\U00039b67 #00039b67
\U0001e6a2 #0001e6a2
\U0003cfa0 #0003cfa0
𢯜 #00022bdc
𣰸 #00023c38
\U00037aa6 #00037aa6
\U0001492e #0001492e
괂 #0000ad02
\ue0e7 #0000e0e7
\U0002eeac #0002eeac
\U00011b57 #00011b57
𧤸 #00027938
\U0003ec5b #0003ec5b
𢩴 #00022a74
𫚭 #0002b6ad
𰡇 #00030847
轝 #00008f5d
\U00038193 #00038193
𥏥 #000253e5
\U0001368c #0001368c
𣉫 #0002326b
쯢 #0000cbe2
\U000316fd #000316fd
眕 #00007715
\U0003771d #0003771d
똻 #0000b63b
\ue445 #0000e445
𥳧 #00025ce7
\U0002f6fa #0002f6fa
𤕺 #0002457a
𩴷 #00029d37
\U00031f28 #00031f28
𠦍 #0002098d
楏 #0000694f
𠷋 #00020dcb
\U00012e40 #00012e40
\U0003ac1c #0003ac1c
莹 #000083b9
𤘭 #0002462d
\U0002ece4 #0002ece4
\U00037f92 #00037f92
𝦓 #0001d993
躦 #00008ea6
\U0003bb46 #0003bb46
𫁸 #0002b078
𢽹 #00022f79
胁 #000080c1
萨 #00008428
\U0003cf62 #0003cf62
𠲎 #00020c8e
\U0002f699 #0002f699
𝐗 #0001d417
\U000158c3 #000158c3
\U000199fd #000199fd
鹿 #00009e7f
𬖛 #0002c59b
\U0003a863 #0003a863
॰ #00000970
\U00035e8e #00035e8e
𤃮 #000240ee
𢒦 #000224a6
𥆥 #000251a5
𤎖 #00024396
𬪐 #0002ca90
𝔬 #0001d52c
\U0003161e #0003161e
\U00038d1f #00038d1f
𤅝 #0002415d
𑒴 #000114b4
\U0003b877 #0003b877
\U0003ffc5 #0003ffc5
腔 #00008154
𧥒 #00027952
\U0003cc0e #0003cc0e
\ue6cf #0000e6cf
\U0001eaef #0001eaef
\U000386b2 #000386b2
𬷵 #0002cdf5
\U0003ff3d #0003ff3d
𪜧 #0002a727
ꩌ #0000aa4c
\u2fdd #00002fdd
𓈴 #00013234
\U0001eed7 #0001eed7
𥊆 #00025286
/ #0000002f
良 #0000826f
\U00039281 #00039281
𣼺 #00023f3a
\ue15a #0000e15a
\U0003484b #0003484b
𪤆 #0002a906
\U00015eff #00015eff
徒 #00005f92
𛁾 #0001b07e
纶 #00007eb6
\U00012a40 #00012a40
◩ #000025e9
\U000382eb #000382eb
格 #0000683c
\U0001a7fd #0001a7fd
름 #0000b984
\U000371b6 #000371b6
𩃲 #000290f2
\U0001627b #0001627b
\U0001aae8 #0001aae8
𰝩 #00030769
說 #0000f96f
\U00032471 #00032471
𣃃 #000230c3
\U0001abc5 #0001abc5
銪 #000092aa
\U0001ac8e #0001ac8e
\U00036f59 #00036f59
𢭏 #00022b4f
\U0001d28b #0001d28b
\U0003fbd2 #0003fbd2
𡹌 #00021e4c
𮖣 #0002e5a3
𨈂 #00028202
庳 #0002f88c
𨭠 #00028b60
𩹏 #00029e4f
\U00035293 #00035293
\U0002ecf4 #0002ecf4
ᯟ #00001bdf
𥬨 #00025b28
\U00035851 #00035851
𬇳 #0002c1f3
\U00034b6b #00034b6b
\U00034656 #00034656
𘍪 #0001836a
𗰟 #00017c1f
𢵐 #00022d50
\U0003e8ae #0003e8ae
艖 #00008256
𒆍 #0001218d
\U00010cb7 #00010cb7
\U000378c8 #000378c8
𧡖 #00027856
\U00038fe4 #00038fe4
\U00015704 #00015704
驶 #00009a76
𠡺 #0002087a
\U0001e18f #0001e18f
\U00036c2c #00036c2c
ㆢ #000031a2
𥨰 #00025a30
𠚰 #000206b0
\ue5c3 #0000e5c3
𘜸 #00018738
㋇ #000032c7
ϑ #000003d1
\u07bd #000007bd
\U0003e8a9 #0003e8a9
𐧽 #000109fd
\U0001b642 #0001b642
\U00011db6 #00011db6
𮉸 #0002e278
箩 #00007ba9
\U0003f328 #0003f328
৾ #000009fe
𠳎 #00020cce
隫 #000096ab
\U00032daa #00032daa
猎 #0000730e
ઁ #00000a81
盟 #000076df
𘊃 #00018283
賙 #00008cd9
\U00014c6b #00014c6b
䀸 #00004038
\U0002fe94 #0002fe94
𠒐 #00020490
\U00019ae7 #00019ae7
枓 #00006793
𑵣 #00011d63
𭟁 #0002d7c1
\U000364a8 #000364a8
\U0001ff2b #0001ff2b
\U00031c9f #00031c9f
𩤻 #0002993b
䢩 #000048a9
𭏶 #0002d3f6
\U00018e67 #00018e67
\U00010f8a #00010f8a
\U0003fe36 #0003fe36
𭗡 #0002d5e1
\U0003f6e9 #0003f6e9
鏟 #000093df
焮 #0000712e
𩰷 #00029c37
𣏈 #000233c8
ᥙ #00001959
\U00015813 #00015813
𣆮 #000231ae
絠 #00007d60
肂 #00008082
\ueef1 #0000eef1
𢒀 #00022480
\U0001b652 #0001b652
\U00016048 #00016048
铃 #000094c3
𰠕 #00030815
\ue907 #0000e907
𠝽 #0002077d
眺 #0000773a
\U0003fddc #0003fddc
𨳤 #00028ce4
𩽻 #00029f7b
𔓶 #000144f6
問 #0000554f
𪊳 #0002a2b3
𣳞 #00023cde
ᇫ #000011eb
\U0001f2e6 #0001f2e6
\U0003d658 #0003d658
\U0003a531 #0003a531
𧐞 #0002741e
\U000335f0 #000335f0
\U0002fd71 #0002fd71
𣲺 #00023cba
\U0003bb15 #0003bb15
𡈰 #00021230
ἔ #00001f14
蓃 #000084c3
秼 #000079fc
𧟂 #000277c2
𐤄 #00010904
𩵂 #00029d42
䱥 #00004c65
灣 #00007063
𣡟 #0002385f
\U0003174d #0003174d
\U000395fd #000395fd
印 #00005370
빑 #0000be51
𦙰 #00026670
𐭿 #00010b7f
\U00035785 #00035785
移 #000079fb
\U0003b773 #0003b773
\U000393af #000393af
㹼 #00003e7c
𐠖 #00010816
\U0003f589 #0003f589
\U0002fcbb #0002fcbb
\U00013b68 #00013b68
\u1719 #00001719
辐 #00008f90
\U0001e0bc #0001e0bc
픝 #0000d51d
𪘡 #0002a621
𗶒 #00017d92
𮫪 #0002eaea
𪇘 #0002a1d8
ọ #00001ecd
\U00034521 #00034521
𓋎 #000132ce
\U00013b93 #00013b93
\U000123f4 #000123f4
正 #00006b63
\u0dce #00000dce
\U00034514 #00034514
𥕣 #00025563
\U0001ccb2 #0001ccb2
\U00037471 #00037471
𗠏 #0001780f
𫔳 #0002b533
𤸑 #00024e11
\U00031f3d #00031f3d
𪯭 #0002abed
Ж #00000416
𤪥 #00024aa5
\U00012de1 #00012de1
\U0003d62e #0003d62e
鍙 #00009359
𤳧 #00024ce7
鳥 #00009ce5
开 #00005f00
𢛺 #000226fa
\U00032c61 #00032c61
𣚐 #00023690
\U0001e692 #0001e692
䒮 #000044ae
뗱 #0000b5f1
通 #0000901a
𩛿 #000296ff
횩 #0000d6a9
㥨 #00003968
ゥ #000030a5
\U0003943d #0003943d
\U00016eca #00016eca
𢦀 #00022980
뮹 #0000bbb9
\U0003cc02 #0003cc02
㠟 #0000381f
\U0003ee85 #0003ee85
𮒪 #0002e4aa
\U0001ff84 #0001ff84
𭍑 #0002d351
\U0002ff3b #0002ff3b
剶 #00005276
\U00013dae #00013dae
\U0001a80b #0001a80b
𩆵 #000291b5
\U0002f251 #0002f251
\U0002f407 #0002f407
쿟 #0000cfdf
朗 #00006717
𐊕 #00010295
\U0003e059 #0003e059
𗊵 #000172b5
Ā #00000100
𥂫 #000250ab
\U00011243 #00011243
\U0001c9b3 #0001c9b3
𨊄 #00028284
➬ #000027ac
柧 #000067e7
墓 #00005893
\U0001b7cc #0001b7cc
🔛 #0001f51b
𥄸 #00025138
\U0003a31f #0003a31f
\U00032fb9 #00032fb9
𘛦 #000186e6
𦌾 #0002f977
𪧧 #0002a9e7
\U0001dd50 #0001dd50
⫁ #00002ac1
𤼻 #00024f3b
𧰞 #00027c1e
\U000119fa #000119fa
𧆏 #0002718f
𘪴 #00018ab4
\U0003f5be #0003f5be
\U00013ff4 #00013ff4
\U00031b3c #00031b3c
\U00014915 #00014915
𦴁 #00026d01
\U00039205 #00039205
判 #00005224
冮 #000051ae
\U0001ec39 #0001ec39
𗘗 #00017617
𦯑 #00026bd1
\U0003e229 #0003e229
鈋 #0000920b
\uaac7 #0000aac7
𩩍 #00029a4d
𠑎 #0002044e
\U0001268f #0001268f
𬽙 #0002cf59
\U0003becf #0003becf
𧐁 #00027401
\U0003ab27 #0003ab27
𥱄 #00025c44
𑁈 #00011048
\U0003781b #0003781b
翉 #00007fc9
즓 #0000c993
\U0001c2f0 #0001c2f0
\U0002fd33 #0002fd33
𤉂 #00024242
\U0003cdbe #0003cdbe
𮥁 #0002e941
𝘉 #0001d609
ﭻ #0000fb7b
\U00038d79 #00038d79
𨃰 #000280f0
\U00039f29 #00039f29
𠿔 #00020fd4
\U0003ef33 #0003ef33
𡽚 #00021f5a
𠂇 #00020087
𥕻 #0002557b
肀 #00008080
\U00012fe8 #00012fe8
𫬏 #0002bb0f
㉘ #00003258
ﭭ #0000fb6d
蜇 #00008707
\U0003a15d #0003a15d
\U0001abd2 #0001abd2
逻 #0000903b
䅪 #0000416a
\U0003e75c #0003e75c
\U00034e30 #00034e30
𰔧 #00030527
\U0001288f #0001288f
\U0001bb39 #0001bb39
\U0003abd0 #0003abd0
\U0001c787 #0001c787
\U000389e0 #000389e0
\U0003b520 #0003b520
𫣜 #0002b8dc
\U0003e0ce #0003e0ce
𪴾 #0002ad3e
𗶧 #00017da7
\U00037464 #00037464
\U0001ba9e #0001ba9e
𬔹 #0002c539
𤨐 #00024a10
\U00016563 #00016563
\ue458 #0000e458
\U00033a82 #00033a82
㮛 #00003b9b
\U000126c8 #000126c8
\U0001e06a #0001e06a
\ue559 #0000e559
\U000358c5 #000358c5
𢃣 #000220e3
㡑 #00003851
𨓞 #000284de
쨣 #0000ca23
\U000349d6 #000349d6
𧚞 #0002769e
\U0001baff #0001baff
𡉐 #00021250
\U00039ece #00039ece
𨍀 #00028340
\U0003ac3a #0003ac3a
\U0003fe5f #0003fe5f
\U000316f1 #000316f1
\U00010d7b #00010d7b
䁥 #00004065
𭶒 #0002dd92
\U0001668c #0001668c
𫦧 #0002b9a7
\U0003fdea #0003fdea
碹 #000078b9
𥿧 #00025fe7
鮉 #00009b89
敚 #0000655a
\U0001efb8 #0001efb8
𐠄 #00010804
\ue563 #0000e563
𥴃 #00025d03
𣁉 #00023049
𗝸 #00017778
\U0001bf5c #0001bf5c
𛃡 #0001b0e1
\U00013f7c #00013f7c
\U00037908 #00037908
쇣 #0000c1e3
\ue7f6 #0000e7f6
䒠 #000044a0
\U0001534f #0001534f
\U00019f32 #00019f32
銺 #000092ba
\U000113a9 #000113a9
𰔑 #00030511
𓐫 #0001342b
\U0002f6bd #0002f6bd
⭦ #00002b66
䖼 #000045bc
\U000353f8 #000353f8
\U0003f952 #0003f952
㭏 #00003b4f
逩 #00009029
𫣳 #0002b8f3
\U00035bde #00035bde
𮑸 #0002e478
㍣ #00003363
\U0003a2b1 #0003a2b1
\ue292 #0000e292
\u0a80 #00000a80
𞤩 #0001e929
𝝪 #0001d76a
𭱐 #0002dc50
赾 #00008d7e
\U000112fb #000112fb
\U0002ef2f #0002ef2f
릮 #0000b9ae
瞻 #000077bb
\U00012a82 #00012a82
\U0003cf4a #0003cf4a
\U00010a4e #00010a4e
𪳢 #0002ace2
\U0003dded #0003dded
𭞃 #0002d783
𪗶 #0002a5f6
\U0001a52b #0001a52b
𩒸 #000294b8
쎴 #0000c3b4
𮥲 #0002e972
\U00034ff5 #00034ff5
Ζ #00000396
\U0001a98b #0001a98b
\U00016554 #00016554
𰹻 #00030e7b
𠏦 #000203e6
9 #00000039
ᝎ #0000174e
𘦦 #000189a6
💏 #0001f48f
𣑹 #00023479
圿 #0000573f
\U0003b51e #0003b51e
\U0001ae3e #0001ae3e
\U00032bf3 #00032bf3
\U00037c75 #00037c75
폴 #0000d3f4
𧏽 #000273fd
\U0003618a #0003618a
\U0003c47f #0003c47f
卡 #00005361
ꌌ #0000a30c
\U000369f2 #000369f2
\U0003fec5 #0003fec5
\U00016d4c #00016d4c
\ue302 #0000e302
𰱊 #00030c4a
𣧚 #000239da
\U0003ce86 #0003ce86
\U00031783 #00031783
헄 #0000d5c4
Á #000000c1
\U000318a5 #000318a5
略 #00007565
💽 #0001f4bd
\U00039ff8 #00039ff8
\U00016e2a #00016e2a
⸕ #00002e15
𪜩 #0002a729
\U0003b4a1 #0003b4a1
𐬦 #00010b26
𦦽 #000269bd
\U00037002 #00037002
\U000350c1 #000350c1
𰪍 #00030a8d
\U00039e4f #00039e4f
🞸 #0001f7b8
쨧 #0000ca27
\U00014f15 #00014f15
𡗿 #000215ff
\U0001e59e #0001e59e
𠧜 #000209dc
\U0001a87d #0001a87d
⣅ #000028c5
\U0001b98f #0001b98f
侉 #00004f89
𣀈 #00023008
𑰈 #00011c08
] #0000005d
\U000367ce #000367ce
\U0003bd95 #0003bd95
橭 #00006a6d
𢒑 #00022491
𖣜 #000168dc
垬 #000057ac
\U0001df00 #0001df00
\U000198f9 #000198f9
凹 #000051f9
𑌬 #0001132c
𬓋 #0002c4cb
𧵎 #00027d4e
\U0001a853 #0001a853
\U00019a1c #00019a1c
\U0003c4d9 #0003c4d9
𘚲 #000186b2
횎 #0000d68e
𰕱 #00030571
背 #000080cc
Ɛ #00000190
\U00031a4d #00031a4d
\U00012654 #00012654
\U000398c2 #000398c2
\U0001c966 #0001c966
𰘘 #00030618
惨 #000060e8
\U000166df #000166df
鶤 #00009da4
𡷸 #00021df8
𧉣 #00027263
𬰐 #0002cc10
域 #000057df
唼 #0000553c
𥔘 #00025518
𗚋 #0001768b
边 #00008fb9
𣽂 #00023f42
ᜠ #00001720
𠩛 #00020a5b
\U00037075 #00037075
\U0001155c #0001155c
𢁥 #00022065
𧜕 #00027715
\ua97e #0000a97e
∎ #0000220e
\U00011e01 #00011e01
뼚 #0000bf1a
\U0001a834 #0001a834
ꌋ #0000a30b
𬭒 #0002cb52
\U0003294b #0003294b
좙 #0000c899
铄 #000094c4
𡂅 #00021085
\U00014995 #00014995
쓹 #0000c4f9
\U00037556 #00037556
\U0001ea97 #0001ea97
𬵍 #0002cd4d
𐔖 #00010516
🧆 #0001f9c6
𖦺 #000169ba
\U0003169a #0003169a
𓌰 #00013330
ẋ #00001e8b
ᩬ #00001a6c
𭨯 #0002da2f
\U00033f12 #00033f12
\U0001acfe #0001acfe
\U0001ab80 #0001ab80
\U00013c09 #00013c09
┷ #00002537
\U0001f8e5 #0001f8e5
\U0003563d #0003563d
栂 #00006802
𣾈 #00023f88
\U0001c684 #0001c684
\U00038a24 #00038a24
ᣵ #000018f5
𪰍 #0002ac0d
𣌈 #00023308
\U0003b0df #0003b0df
嫽 #00005afd
\U0003edfd #0003edfd
\U0001e626 #0001e626
\U0003767e #0003767e
\U0003a2ab #0003a2ab
嵜 #00005d5c
埫 #000057eb
\U0001b51b #0001b51b
𬃙 #0002c0d9
\U00018dc8 #00018dc8
𭥜 #0002d95c
ㄏ #0000310f
𗲩 #00017ca9
𩤚 #0002991a
💪 #0001f4aa
\u19dd #000019dd
\U0002fa4c #0002fa4c
ࠐ #00000810
𬚾 #0002c6be
\U00031cbd #00031cbd
𩸀 #00029e00
𥂐 #00025090
\U0003ee1b #0003ee1b
\U00034f46 #00034f46
𩰕 #00029c15
\U0003834e #0003834e
\U0003f4ba #0003f4ba
\U0003dc32 #0003dc32
𡯟 #00021bdf
\U000371a6 #000371a6
𡯮 #00021bee
\U0003bfef #0003bfef
蛊 #000086ca
\U0003c3a4 #0003c3a4
\U00036b9b #00036b9b
𤩛 #00024a5b
뇽 #0000b1fd
⍭ #0000236d
\U0003a260 #0003a260
\U0003726a #0003726a
𥩁 #00025a41
𥹣 #00025e63
\U00012e52 #00012e52
𠎍 #0002038d
𧺞 #00027e9e
퓓 #0000d4d3
\U00010cbd #00010cbd
ꊐ #0000a290
\U00032151 #00032151
\U00010260 #00010260
𘰸 #00018c38
𗩳 #00017a73
𨠩 #00028829
\U00012594 #00012594
选 #00009009
\U0003494f #0003494f
𰣁 #000308c1
𠹹 #00020e79
𩬹 #00029b39
\U0003d980 #0003d980
𫨓 #0002ba13
\U00038e4a #00038e4a
\U00033c6c #00033c6c
\U00037538 #00037538
\U000149e6 #000149e6
\U0003260f #0003260f
𥭏 #00025b4f
\U0001cabf #0001cabf
\U00013c0e #00013c0e
\uf799 #0000f799
𨲞 #00028c9e
\U0003aed4 #0003aed4
\U00035338 #00035338
\U0003be7a #0003be7a
头 #00005934
𢨝 #00022a1d
𧖗 #00027597
\U000370d2 #000370d2
\U00031f77 #00031f77
\U0003de31 #0003de31
伙 #00004f19
\U00032c06 #00032c06
\U00037a4b #00037a4b
𣱜 #00023c5c
\U00013ebc #00013ebc
\U000167f0 #000167f0
\U0002f194 #0002f194
\U00016dba #00016dba
始 #000059cb
坡 #00005761
𡣉 #000218c9
𝗱 #0001d5f1
\U000385d5 #000385d5
A #00000041
𣗤 #000235e4
쭎 #0000cb4e
𩥋 #0002994b
\U00033205 #00033205
\U0003e6e9 #0003e6e9
\U0002f24b #0002f24b
\U000191fa #000191fa
\U0003590c #0003590c
𥜜 #0002571c
\U00016374 #00016374
\U0003449d #0003449d
\U000315c2 #000315c2
\U0001933a #0001933a
\U0003fd47 #0003fd47
ệ #00001ec7
𤸗 #00024e17
\U0003556a #0003556a
甝 #0000751d
\U0003a91f #0003a91f
𬵃 #0002cd43
𢍽 #0002237d
\U000191db #000191db
𗘑 #00017611
\U0001dd4b #0001dd4b
\U00019d19 #00019d19
汇 #00006c47
\uf627 #0000f627
\U0003fc5e #0003fc5e
𢃢 #000220e2
Π #000003a0
\U0003aa29 #0003aa29
𣿔 #00023fd4
\U000396e2 #000396e2
𘏳 #000183f3
𔒹 #000144b9
ḕ #00001e15
\U0001e514 #0001e514
𗫮 #00017aee
\U000153b0 #000153b0
𡐭 #0002142d
\U0003af23 #0003af23
\U0003e099 #0003e099
𧰳 #00027c33
𩞕 #00029795
股 #000080a1
\U0001bb15 #0001bb15
\U00032008 #00032008
\U00031e58 #00031e58
\U00034b9e #00034b9e
𡑃 #00021443
觿 #000089ff
\U0001e31a #0001e31a
\U0002eff5 #0002eff5
𩲯 #00029caf
⓽ #000024fd
𰃻 #000300fb
頋 #0000facb
𣲵 #00023cb5
\U0003c6a7 #0003c6a7
\U00032aac #00032aac
𦪁 #00026a81
\U0001ae1e #0001ae1e
\U00015fcb #00015fcb
\U00019a44 #00019a44
𦮈 #00026b88
\U00038a3c #00038a3c
\U0003c833 #0003c833
\U0003a3de #0003a3de
𰷩 #00030de9
\U0001cff2 #0001cff2
𧫂 #00027ac2
\U00037b99 #00037b99
\U00019a9a #00019a9a
ጐ #00001310
𬹄 #0002ce44
\U000340e6 #000340e6
𡧛 #000219db
\U0003ae62 #0003ae62
\U00038259 #00038259
𭞕 #0002d795
梮 #000068ae
\U000162fb #000162fb
𰉽 #0003027d
𪅶 #0002a176
\U00031441 #00031441
𘑅 #00018445
튅 #0000d285
\U0001b9d1 #0001b9d1
趒 #00008d92
𗸆 #00017e06
\U00011769 #00011769
𗅜 #0001715c
\U0003c1d4 #0003c1d4
𠭃 #00020b43
ધ #00000aa7
츛 #0000ce1b
𭹹 #0002de79
𤄳 #00024133
ᬙ #00001b19
𣗖 #000235d6
\U00012bdc #00012bdc
즡 #0000c9a1
𦙜 #0002665c
𑇯 #000111ef
ﲓ #0000fc93
\U000370a6 #000370a6
\U0003d975 #0003d975
\U00012b66 #00012b66
\U000148dc #000148dc
所 #00006240
ش #00000634
\ue614 #0000e614
\U0003fd8c #0003fd8c
\U0001fe58 #0001fe58
𝐴 #0001d434
𰳌 #00030ccc
\U00018e50 #00018e50
ュ #000030e5
돕 #0000b3d5
𦃰 #000260f0
狍 #000072cd
巜 #00005ddc
𗐮 #0001742e
𐇦 #000101e6
쪂 #0000ca82
\U00019c8d #00019c8d
𘫜 #00018adc
႗ #00001097
䐣 #00004423
\U0003e117 #0003e117
𩄗 #00029117
𥎵 #000253b5
\U00011d9d #00011d9d
过 #00008fc7
\U0003efc3 #0003efc3
𗋣 #000172e3
\U0003eae1 #0003eae1
𒊽 #000122bd
𐌑 #00010311
𣥞 #0002395e
𦙱 #00026671
\U000368cb #000368cb
쯦 #0000cbe6
嬏 #00005b0f
𩔜 #0002951c
𐾼 #00010fbc
\U0001392e #0001392e
냬 #0000b0ec
ᅫ #0000116b
𥴏 #00025d0f
𑠓 #00011813
𣊘 #00023298
𩜲 #00029732
\U00034952 #00034952
\U000107a4 #000107a4
\U0001dd3b #0001dd3b
\U0003b903 #0003b903
𢼌 #00022f0c
𝨆 #0001da06
掂 #00006382
